year,tier,dir,N,m,P_A,ER_A,P_Bsat,ER_Bsat
2025,deep STOP,dn,86,0.45,0.3023255813953488,0.13604651162790696,0.9418604651162791,0.2509733178006781
2025,deep STOP,dn,86,0.5,0.26744186046511625,0.13372093023255813,0.8953488372093024,0.2769223185048382
2025,deep STOP,dn,86,0.55,0.22093023255813954,0.12151162790697678,0.8488372093023255,0.29867910684161103
2025,deep STOP,dn,86,0.6,0.16279069767441862,0.09767441860465115,0.7790697674418605,0.3027231627432457
2025,deep STOP,dn,86,0.65,0.12790697674418605,0.08313953488372094,0.7558139534883721,0.32687745091312925
2025,deep STOP,dn,86,0.7,0.10465116279069768,0.07325581395348836,0.686046511627907,0.32894960568566123
2025,deep STOP,dn,86,0.75,0.08139534883720931,0.061046511627906974,0.5697674418604651,0.2911658041142618
2025,deep STOP,dn,86,0.8,0.05813953488372093,0.046511627906976744,0.5116279069767442,0.2851348544309437
2025,deep STOP,dn,86,0.85,0.03488372093023256,0.029651162790697672,0.3953488372093023,0.2199724543568111
2025,deep STOP,dn,86,0.9,0.023255813953488372,0.020930232558139535,0.313953488372093,0.17802208336235006
2025,deep STOP,dn,86,0.95,0.011627906976744186,0.011046511627906977,0.2441860465116279,0.14232754728155195
2025,deep STOP,dn,86,1.0,0.011627906976744186,0.011627906976744186,0.1744186046511628,0.1016561130926772
2025,deep STOP,dn,86,1.05,0.011627906976744186,0.012209302325581395,0.1511627906976744,0.08110953992896905
2025,deep STOP,dn,86,1.1,0.011627906976744186,0.012790697674418606,0.12790697674418605,0.07138020597017783
2025,deep STOP,dn,86,1.15,0.011627906976744186,0.013372093023255814,0.10465116279069768,0.05589666361011883
2025,deep STOP,dn,86,1.2,0.011627906976744186,0.013953488372093023,0.09302325581395349,0.04667320869479843
2025,deep STOP,dn,86,1.25,0.011627906976744186,0.014534883720930232,0.08139534883720931,0.041498741696005044
2025,deep STOP,dn,86,1.3,0.011627906976744186,0.015116279069767442,0.08139534883720931,0.043565668108031294
2025,deep STOP,dn,86,1.35,0.011627906976744186,0.015697674418604653,0.08139534883720931,0.045632594520057544
2025,deep STOP,dn,86,1.4,0.011627906976744186,0.01627906976744186,0.08139534883720931,0.04769952093208379
2025,deep STOP,dn,86,1.45,0.011627906976744186,0.016860465116279068,0.08139534883720931,0.049766447344110044
2025,deep STOP,dn,86,1.5,0.011627906976744186,0.01744186046511628,0.06976744186046512,0.04337713152531495
2025,mid STOP,up,56,0.1,0.8392857142857143,0.08392857142857142,1.0,-0.03124965245236979
2025,mid STOP,up,56,0.15,0.7321428571428571,0.10982142857142858,1.0,0.015625521321445297
2025,mid STOP,up,56,0.2,0.6785714285714286,0.1357142857142857,1.0,0.06250069509526042
2025,mid STOP,up,56,0.25,0.625,0.15625,1.0,0.1093758688690755
2025,mid STOP,up,56,0.3,0.5,0.15,1.0,0.1562510426428906
2025,mid STOP,up,56,0.35,0.4642857142857143,0.16249999999999995,1.0,0.20312621641670564
2025,mid STOP,up,56,0.4,0.375,0.15,0.9821428571428571,0.24649891703429208
2025,mid STOP,up,56,0.45,0.32142857142857145,0.14464285714285713,0.9464285714285714,0.2798543540636784
2025,mid STOP,up,56,0.5,0.30357142857142855,0.15178571428571427,0.8035714285714286,0.27312922418260877
2025,mid STOP,up,56,0.55,0.25,0.1375,0.7678571428571429,0.2993446192633159
2025,mid STOP,up,56,0.6,0.19642857142857142,0.11785714285714285,0.6964285714285714,0.30395320258575864
2025,mid STOP,up,56,0.65,0.17857142857142858,0.11607142857142858,0.6428571428571429,0.30483738776800806
2025,mid STOP,up,56,0.7,0.125,0.0875,0.5714285714285714,0.2815347969411079
2025,mid STOP,up,56,0.75,0.10714285714285714,0.08035714285714286,0.5357142857142857,0.2864816256996213
2025,mid STOP,up,56,0.8,0.07142857142857142,0.05714285714285715,0.48214285714285715,0.2795185344400641
2025,mid STOP,up,56,0.85,0.03571428571428571,0.030357142857142857,0.4107142857142857,0.2550355935830641
2025,mid STOP,up,56,0.9,0.03571428571428571,0.03214285714285715,0.2857142857142857,0.1782763123068493
2025,mid STOP,up,56,0.95,0.03571428571428571,0.033928571428571426,0.23214285714285715,0.1482479156775766
2025,mid STOP,up,56,1.0,0.0,0.0,0.16071428571428573,0.10435651875942084
2025,mid STOP,up,56,1.05,0.0,0.0,0.14285714285714285,0.09413799530752942
2025,mid STOP,up,56,1.1,0.0,0.0,0.10714285714285714,0.06508916676353678
2025,mid STOP,up,56,1.15,0.0,0.0,0.08928571428571429,0.05802065135200427
2025,mid STOP,up,56,1.2,0.0,0.0,0.07142857142857142,0.04293640213067109
2025,mid STOP,up,56,1.25,0.0,0.0,0.07142857142857142,0.045097442695639534
2025,mid STOP,up,56,1.3,0.0,0.0,0.07142857142857142,0.047258483260607984
2025,mid STOP,up,56,1.35,0.0,0.0,0.07142857142857142,0.04941952382557642
2025,mid STOP,up,56,1.4,0.0,0.0,0.07142857142857142,0.05158056439054485
2025,mid STOP,up,56,1.45,0.0,0.0,0.07142857142857142,0.053741604955513285
2025,mid STOP,up,56,1.5,0.0,0.0,0.07142857142857142,0.05590264552048173
2025,mid STOP,dn,56,0.1,0.8035714285714286,0.08035714285714286,1.0,-0.03124965245236979
2025,mid STOP,dn,56,0.15,0.7321428571428571,0.10982142857142856,1.0,0.015625521321445297
2025,mid STOP,dn,56,0.2,0.7142857142857143,0.14285714285714285,1.0,0.06250069509526042
2025,mid STOP,dn,56,0.25,0.6071428571428571,0.15178571428571427,1.0,0.1093758688690755
2025,mid STOP,dn,56,0.3,0.5357142857142857,0.16071428571428573,1.0,0.1562510426428906
2025,mid STOP,dn,56,0.35,0.44642857142857145,0.15625,1.0,0.20312621641670564
2025,mid STOP,dn,56,0.4,0.39285714285714285,0.15714285714285717,0.9821428571428571,0.24545877386733514
2025,mid STOP,dn,56,0.45,0.3392857142857143,0.15267857142857144,0.9821428571428571,0.2914871027436092
2025,mid STOP,dn,56,0.5,0.30357142857142855,0.15178571428571427,0.9285714285714286,0.3155106113645911
2025,mid STOP,dn,56,0.55,0.26785714285714285,0.14732142857142858,0.8928571428571429,0.3392172474833745
2025,mid STOP,dn,56,0.6,0.23214285714285715,0.1392857142857143,0.7678571428571429,0.31172472753700486
2025,mid STOP,dn,56,0.65,0.16071428571428573,0.10446428571428572,0.6785714285714286,0.30411468830859334
2025,mid STOP,dn,56,0.7,0.10714285714285714,0.07499999999999998,0.6607142857142857,0.3215890441803859
2025,mid STOP,dn,56,0.75,0.08928571428571429,0.06696428571428571,0.5535714285714286,0.28727951401206614
2025,mid STOP,dn,56,0.8,0.07142857142857142,0.05714285714285715,0.5,0.2811199766187596
