d,lvl,tk,ema20,swing_at_tk,up_full,satcons,cont,W5_level,W5_slope,W5_ddpeak,W5_frozen,W10_level,W10_slope,W10_ddpeak,W10_frozen,is_seg,tk_min
2026-02-26,L3,10:47:00,503.50553743374485,361.0,407.0,0.7169732468880805,0.0,0.053878590621920894,0.11163509015384679,0.0,-0.20354163002403758,0.00946977041698648,0.09733795211923803,0.02098027764156911,-0.1924781160412009,IS,647
2026-03-02,L3,09:04:00,494.3145338686263,372.0,773.0,0.752557277830043,1.0,0.3392130148348037,,,0.5870684163767306,0.3410015599611492,,,0.571177083484701,OOS,544
2026-03-02,L4,09:07:00,494.3145338686263,500.0,773.0,1.0115017175134986,1.0,0.5115374469222521,0.33220563822134397,,0.5870684163767306,0.4898540189861668,0.29367096086494215,,0.571177083484701,OOS,547
2026-03-02,L5,09:13:00,494.3145338686263,628.0,773.0,1.2704461571969543,,0.6045213977340657,0.06097839771812341,,0.5870684163767306,0.5945286159674662,0.08604713627164795,,0.571177083484701,OOS,553
2026-03-04,L3,09:00:00,567.0601966588981,413.0,577.0,0.7283177384577224,1.0,0.13084368466495677,,,-0.2198818122254968,0.13878134017131882,,,-0.23344324490422644,OOS,540
2026-03-04,L4,09:38:00,567.0601966588981,571.0,577.0,1.0069477691509916,0.0,0.04989119671457764,0.2799014533525621,0.0,-0.2198818122254968,0.03943961014280332,0.2667336959080299,0.0,-0.23344324490422644,OOS,578
2026-03-05,L3,10:47:00,607.054463643765,452.0,536.0,0.74457899096389,0.0,-0.29293496254304485,0.07718588865437881,0.5018108135227224,0.20887585097967748,-0.2487503234373933,0.07544117905799583,0.44581729889427435,0.19706697545688107,OOS,647
2026-03-06,L3,10:13:00,635.1445147253112,466.0,592.0,0.7336912926053322,0.0,0.21076053704777534,0.0352382072018598,0.0,0.11633887911274149,0.23977202237132023,0.0401922771285195,0.0,0.12119264257327855,OOS,613
2026-03-09,L3,09:02:00,631.0355133229006,484.0,987.0,0.7669932829158181,1.0,0.12392011225376628,,,0.370256669930053,0.12354320058839718,,,0.3093718949145077,OOS,542
2026-03-09,L4,09:09:00,631.0355133229006,621.0,987.0,0.9840967534932294,1.0,0.2705309385868516,0.08990057057759371,,0.370256669930053,0.22148307797755493,0.07547069415030885,,0.3093718949145077,OOS,549
2026-03-09,L5,11:17:00,631.0355133229006,848.0,987.0,1.3438229419682104,,0.3813867560951585,0.0561209655112308,0.0,0.370256669930053,0.29880334231220396,0.060056118962057176,0.010568552602303716,0.3093718949145077,OOS,677
2026-03-10,L3,13:05:00,664.9368930064338,485.0,485.0,0.7293925259690881,0.0,-0.1115435617065069,0.10946485667948383,0.42981650438812746,0.19985765430499314,-0.12991866678420216,0.0910044154813785,0.3738228020002524,0.13755803627310315,OOS,785
2026-03-11,L3,10:17:00,692.5619508153449,517.0,908.0,0.7465036151514562,1.0,0.5563127916015491,0.0983290377753826,0.0,0.19689188472957073,0.489538582730071,0.0951214169968389,0.0,0.15348705484952835,OOS,617
2026-03-11,L4,10:58:00,692.5619508153449,683.0,908.0,0.9861933639234907,1.0,0.649584270640696,0.03499606103979713,0.0,0.19689188472957073,0.5839249265299629,0.03185271623940933,0.0,0.15348705484952835,OOS,658
2026-03-11,L5,11:39:00,692.5619508153449,880.0,908.0,1.2706444513216277,,0.7382306064374566,0.031763830939126825,0.005700491349903691,0.19689188472957073,0.665229221143744,0.021120730111623742,0.009247240881914753,0.15348705484952835,OOS,699
2026-03-13,L3,09:19:00,703.5484449985023,505.0,855.0,0.7177899455112505,1.0,0.3503914345974736,0.1678216939661877,0.0,0.3041528690790898,0.29459148499700405,0.1583201807782222,0.0,0.2399741688579398,OOS,559
2026-03-13,L4,10:00:00,703.5484449985023,728.0,855.0,1.0347546145191888,0.0,0.4433260252762438,0.10810100604781242,0.027541454803699794,0.3041528690790898,0.41234611731750154,0.10177525854519964,0.0258939006589336,0.2399741688579398,OOS,600
2026-03-20,L3,10:53:00,640.4266919726879,475.0,477.0,0.7416930086671921,0.0,-0.3838066482831493,-0.06477930102696183,0.19074491957594028,-0.33320435098432877,-0.30983688053094527,0.00035449559189171254,0.08504128739702585,-0.3400103640705362,OOS,653
2026-03-23,L3,09:14:00,628.67176892767,467.0,677.0,0.7428359647778765,1.0,0.33890461043331294,0.050597007802689664,,0.380687972037068,0.29048871212232563,0.07880253795472453,,0.33213077120390516,OOS,554
