strategy,entry_date,entry_time,direction,entry_price,exit_price,pnl,pnl_pct,max_excursion,fraction,touched,has_valid_target,touch_bar_offset,target_at_touch,remaining_after_touch,trade_bars,year
S001,2021-01-13,2021-01-13 09:00:00,long,15587.0,15689.0,102.0,0.6543914800795535,113.0,0.95,True,True,44.0,15677.92846229367,22.071537706329764,54,2021
S001,2021-01-13,2021-01-13 09:00:00,long,15587.0,15689.0,102.0,0.6543914800795535,113.0,1.0,True,True,50.0,15695.580597372411,4.419402627589079,54,2021
S001,2021-01-20,2021-01-20 08:59:00,long,15913.0,15860.0,-53.0,-0.33306101929240245,51.0,0.8,False,True,,,,31,2021
S001,2021-01-20,2021-01-20 08:59:00,long,15913.0,15860.0,-53.0,-0.33306101929240245,51.0,0.85,False,True,,,,31,2021
S001,2021-01-20,2021-01-20 08:59:00,long,15913.0,15860.0,-53.0,-0.33306101929240245,51.0,0.9,False,True,,,,31,2021
S001,2021-01-20,2021-01-20 08:59:00,long,15913.0,15860.0,-53.0,-0.33306101929240245,51.0,0.95,False,True,,,,31,2021
S001,2021-01-20,2021-01-20 08:59:00,long,15913.0,15860.0,-53.0,-0.33306101929240245,51.0,1.0,False,True,,,,31,2021
S001,2021-02-02,2021-02-02 08:59:00,long,15510.0,15746.0,236.0,1.521598968407479,269.0,0.8,True,True,4.0,15561.060920612754,217.93907938724624,76,2021
S001,2021-02-02,2021-02-02 08:59:00,long,15510.0,15746.0,236.0,1.521598968407479,269.0,0.85,True,True,6.0,15567.439728151052,211.5602718489481,76,2021
S001,2021-02-02,2021-02-02 08:59:00,long,15510.0,15746.0,236.0,1.521598968407479,269.0,0.9,True,True,7.0,15573.818535689348,205.1814643106518,76,2021
S001,2021-02-02,2021-02-02 08:59:00,long,15510.0,15746.0,236.0,1.521598968407479,269.0,0.95,True,True,11.0,15580.197343227646,198.80265677235366,76,2021
S001,2021-02-02,2021-02-02 08:59:00,long,15510.0,15746.0,236.0,1.521598968407479,269.0,1.0,True,True,12.0,15586.576150765943,192.42384923405734,76,2021
S001,2021-02-22,2021-02-22 09:15:00,long,16543.0,16477.0,-66.0,-0.3989602853170526,21.0,0.8,True,True,0.0,16517.100990946707,46.89900905329341,13,2021
S001,2021-02-22,2021-02-22 09:15:00,long,16543.0,16477.0,-66.0,-0.3989602853170526,21.0,0.85,True,True,0.0,16523.41980288088,40.580197119121294,13,2021
S001,2021-02-22,2021-02-22 09:15:00,long,16543.0,16477.0,-66.0,-0.3989602853170526,21.0,0.9,True,True,0.0,16529.738614815047,34.261385184952815,13,2021
S001,2021-02-22,2021-02-22 09:15:00,long,16543.0,16477.0,-66.0,-0.3989602853170526,21.0,0.95,True,True,0.0,16536.057426749216,27.942573250784335,13,2021
S001,2021-02-22,2021-02-22 09:15:00,long,16543.0,16477.0,-66.0,-0.3989602853170526,21.0,1.0,True,True,0.0,16542.376238683384,21.623761316615855,13,2021
S001,2021-03-08,2021-03-08 09:00:00,long,16006.0,15934.0,-72.0,-0.44983131325752845,4.0,0.8,False,True,,,,16,2021
S001,2021-03-08,2021-03-08 09:00:00,long,16006.0,15934.0,-72.0,-0.44983131325752845,4.0,0.85,False,True,,,,16,2021
S001,2021-03-08,2021-03-08 09:00:00,long,16006.0,15934.0,-72.0,-0.44983131325752845,4.0,0.9,False,True,,,,16,2021
S001,2021-03-08,2021-03-08 09:00:00,long,16006.0,15934.0,-72.0,-0.44983131325752845,4.0,0.95,False,True,,,,16,2021
S001,2021-03-08,2021-03-08 09:00:00,long,16006.0,15934.0,-72.0,-0.44983131325752845,4.0,1.0,False,True,,,,16,2021
S001,2021-03-16,2021-03-16 09:07:00,long,16258.0,16220.0,-38.0,-0.23373108623446917,37.0,0.8,True,True,1.0,16269.096059312227,25.903940687772774,67,2021
S001,2021-03-16,2021-03-16 09:07:00,long,16258.0,16220.0,-38.0,-0.23373108623446917,37.0,0.85,True,True,2.0,16271.664563019242,23.33543698075846,67,2021
S001,2021-03-16,2021-03-16 09:07:00,long,16258.0,16220.0,-38.0,-0.23373108623446917,37.0,0.9,True,True,7.0,16274.233066726254,20.766933273745963,67,2021
S001,2021-03-16,2021-03-16 09:07:00,long,16258.0,16220.0,-38.0,-0.23373108623446917,37.0,0.95,True,True,8.0,16291.697159024758,3.3028409752423613,67,2021
S001,2021-03-16,2021-03-16 09:07:00,long,16258.0,16220.0,-38.0,-0.23373108623446917,37.0,1.0,False,True,,,,67,2021
S001,2021-03-23,2021-03-23 09:05:00,long,16252.0,16196.0,-56.0,-0.34457297563376815,25.0,0.8,True,True,0.0,16254.228346799278,22.77165320072163,56,2021
S001,2021-03-23,2021-03-23 09:05:00,long,16252.0,16196.0,-56.0,-0.34457297563376815,25.0,0.85,True,True,1.0,16258.242618474234,18.757381525765595,56,2021
S001,2021-03-23,2021-03-23 09:05:00,long,16252.0,16196.0,-56.0,-0.34457297563376815,25.0,0.9,False,True,,,,56,2021
S001,2021-03-23,2021-03-23 09:05:00,long,16252.0,16196.0,-56.0,-0.34457297563376815,25.0,0.95,False,True,,,,56,2021
S001,2021-03-23,2021-03-23 09:05:00,long,16252.0,16196.0,-56.0,-0.34457297563376815,25.0,1.0,False,True,,,,56,2021
S001,2021-03-29,2021-03-29 08:58:00,long,16383.0,16430.0,47.0,0.28688274430812427,67.0,0.8,False,True,,,,82,2021
S001,2021-03-29,2021-03-29 08:58:00,long,16383.0,16430.0,47.0,0.28688274430812427,67.0,0.85,False,True,,,,82,2021
S001,2021-03-29,2021-03-29 08:58:00,long,16383.0,16430.0,47.0,0.28688274430812427,67.0,0.9,False,True,,,,82,2021
S001,2021-03-29,2021-03-29 08:58:00,long,16383.0,16430.0,47.0,0.28688274430812427,67.0,0.95,False,True,,,,82,2021
S001,2021-03-29,2021-03-29 08:58:00,long,16383.0,16430.0,47.0,0.28688274430812427,67.0,1.0,False,True,,,,82,2021
S001,2021-04-13,2021-04-13 09:02:00,long,16920.0,17021.0,101.0,0.5969267139479906,126.0,0.8,True,True,38.0,16962.509804073823,83.49019592617697,97,2021
S001,2021-04-13,2021-04-13 09:02:00,long,16920.0,17021.0,101.0,0.5969267139479906,126.0,0.85,True,True,38.0,16967.041666828434,78.95833317156576,97,2021
S001,2021-04-13,2021-04-13 09:02:00,long,16920.0,17021.0,101.0,0.5969267139479906,126.0,0.9,True,True,38.0,16971.57352958305,74.4264704169509,97,2021
S001,2021-04-13,2021-04-13 09:02:00,long,16920.0,17021.0,101.0,0.5969267139479906,126.0,0.95,True,True,39.0,16976.105392337664,69.89460766233606,97,2021
S001,2021-04-13,2021-04-13 09:02:00,long,16920.0,17021.0,101.0,0.5969267139479906,126.0,1.0,True,True,42.0,16980.637255092275,65.36274490772485,97,2021
S001,2021-04-19,2021-04-19 08:58:00,long,17142.0,17240.0,98.0,0.5716952514292382,111.0,0.8,True,True,2.0,17162.965458000912,90.0345419990881,160,2021
S001,2021-04-19,2021-04-19 08:58:00,long,17142.0,17240.0,98.0,0.5716952514292382,111.0,0.85,True,True,3.0,17166.213299125968,86.78670087403225,160,2021
S001,2021-04-19,2021-04-19 08:58:00,long,17142.0,17240.0,98.0,0.5716952514292382,111.0,0.9,True,True,3.0,17169.461140251027,83.53885974897275,160,2021
S001,2021-04-19,2021-04-19 08:58:00,long,17142.0,17240.0,98.0,0.5716952514292382,111.0,0.95,True,True,3.0,17172.708981376083,80.2910186239169,160,2021
S001,2021-04-19,2021-04-19 08:58:00,long,17142.0,17240.0,98.0,0.5716952514292382,111.0,1.0,True,True,10.0,17175.95682250114,77.04317749886104,160,2021
S001,2021-04-20,2021-04-20 09:02:00,long,17258.0,17234.0,-24.0,-0.13906594043342219,41.0,0.8,True,True,49.0,17283.18691607247,15.813083927529078,80,2021
S001,2021-04-20,2021-04-20 09:02:00,long,17258.0,17234.0,-24.0,-0.13906594043342219,41.0,0.85,True,True,52.0,17288.011098327002,10.9889016729976,80,2021
S001,2021-04-20,2021-04-20 09:02:00,long,17258.0,17234.0,-24.0,-0.13906594043342219,41.0,0.9,True,True,52.0,17292.83528058153,6.164719418469758,80,2021
S001,2021-04-20,2021-04-20 09:02:00,long,17258.0,17234.0,-24.0,-0.13906594043342219,41.0,0.95,True,True,52.0,17297.659462836058,1.3405371639419172,80,2021
S001,2021-04-20,2021-04-20 09:02:00,long,17258.0,17234.0,-24.0,-0.13906594043342219,41.0,1.0,False,True,,,,80,2021
S001,2021-04-26,2021-04-26 08:59:00,long,17359.0,17488.0,129.0,0.7431303646523417,143.0,0.8,True,True,9.0,17395.61641653279,106.38358346720997,197,2021
S001,2021-04-26,2021-04-26 08:59:00,long,17359.0,17488.0,129.0,0.7431303646523417,143.0,0.85,True,True,10.0,17399.65494256609,102.34505743391128,197,2021
S001,2021-04-26,2021-04-26 08:59:00,long,17359.0,17488.0,129.0,0.7431303646523417,143.0,0.9,True,True,11.0,17403.693468599387,98.30653140061258,197,2021
S001,2021-04-26,2021-04-26 08:59:00,long,17359.0,17488.0,129.0,0.7431303646523417,143.0,0.95,True,True,11.0,17407.73199463269,94.26800536731025,197,2021
S001,2021-04-26,2021-04-26 08:59:00,long,17359.0,17488.0,129.0,0.7431303646523417,143.0,1.0,True,True,11.0,17411.77052066599,90.22947933401156,197,2021
S001,2021-04-27,2021-04-27 09:01:00,long,17539.0,17532.0,-7.0,-0.03991105536233537,37.0,0.8,True,True,9.0,17532.759988658847,43.24001134115315,79,2021
S001,2021-04-27,2021-04-27 09:01:00,long,17539.0,17532.0,-7.0,-0.03991105536233537,37.0,0.85,True,True,9.0,17535.432487950024,40.56751204997636,79,2021
S001,2021-04-27,2021-04-27 09:01:00,long,17539.0,17532.0,-7.0,-0.03991105536233537,37.0,0.9,True,True,13.0,17538.1049872412,37.89501275879957,79,2021
S001,2021-04-27,2021-04-27 09:01:00,long,17539.0,17532.0,-7.0,-0.03991105536233537,37.0,0.95,True,True,13.0,17540.77748653238,35.22251346761914,79,2021
S001,2021-04-27,2021-04-27 09:01:00,long,17539.0,17532.0,-7.0,-0.03991105536233537,37.0,1.0,False,True,,,,79,2021
S001,2021-05-19,2021-05-19 09:05:00,long,16154.0,16032.0,-122.0,-0.7552309025628328,84.0,0.8,False,True,,,,30,2021
S001,2021-05-19,2021-05-19 09:05:00,long,16154.0,16032.0,-122.0,-0.7552309025628328,84.0,0.85,False,True,,,,30,2021
S001,2021-05-19,2021-05-19 09:05:00,long,16154.0,16032.0,-122.0,-0.7552309025628328,84.0,0.9,False,True,,,,30,2021
S001,2021-05-19,2021-05-19 09:05:00,long,16154.0,16032.0,-122.0,-0.7552309025628328,84.0,0.95,False,True,,,,30,2021
S001,2021-05-19,2021-05-19 09:05:00,long,16154.0,16032.0,-122.0,-0.7552309025628328,84.0,1.0,False,True,,,,30,2021
S001,2021-05-25,2021-05-25 09:13:00,long,16493.0,16513.0,20.0,0.12126356636148669,111.0,0.8,True,True,28.0,16570.227400942975,33.77259905702522,61,2021
S001,2021-05-25,2021-05-25 09:13:00,long,16493.0,16513.0,20.0,0.12126356636148669,111.0,0.85,True,True,28.0,16579.304113501912,24.69588649808793,61,2021
S001,2021-05-25,2021-05-25 09:13:00,long,16493.0,16513.0,20.0,0.12126356636148669,111.0,0.9,False,True,,,,61,2021
S001,2021-05-25,2021-05-25 09:13:00,long,16493.0,16513.0,20.0,0.12126356636148669,111.0,0.95,False,True,,,,61,2021
S001,2021-05-25,2021-05-25 09:13:00,long,16493.0,16513.0,20.0,0.12126356636148669,111.0,1.0,False,True,,,,61,2021
S001,2021-06-15,2021-06-15 09:07:00,long,17356.0,17282.0,-74.0,-0.42636552200967964,17.0,0.8,False,True,,,,56,2021
S001,2021-06-15,2021-06-15 09:07:00,long,17356.0,17282.0,-74.0,-0.42636552200967964,17.0,0.85,False,True,,,,56,2021
S001,2021-06-15,2021-06-15 09:07:00,long,17356.0,17282.0,-74.0,-0.42636552200967964,17.0,0.9,False,True,,,,56,2021
S001,2021-06-15,2021-06-15 09:07:00,long,17356.0,17282.0,-74.0,-0.42636552200967964,17.0,0.95,False,True,,,,56,2021
S001,2021-06-15,2021-06-15 09:07:00,long,17356.0,17282.0,-74.0,-0.42636552200967964,17.0,1.0,False,True,,,,56,2021
S001,2021-06-30,2021-06-30 09:09:00,long,17624.0,17732.0,108.0,0.6128007262823423,128.0,0.8,True,True,5.0,17638.779319803372,113.22068019662765,95,2021
S001,2021-06-30,2021-06-30 09:09:00,long,17624.0,17732.0,108.0,0.6128007262823423,128.0,0.85,True,True,13.0,17663.24164738985,88.75835261015163,95,2021
S001,2021-06-30,2021-06-30 09:09:00,long,17624.0,17732.0,108.0,0.6128007262823423,128.0,0.9,True,True,15.0,17667.961744295135,84.03825570486515,95,2021
S001,2021-06-30,2021-06-30 09:09:00,long,17624.0,17732.0,108.0,0.6128007262823423,128.0,0.95,True,True,16.0,17672.681841200418,79.3181587995823,95,2021
S001,2021-06-30,2021-06-30 09:09:00,long,17624.0,17732.0,108.0,0.6128007262823423,128.0,1.0,True,True,18.0,17677.401938105704,74.59806189429582,95,2021
S001,2021-07-05,2021-07-05 09:00:00,long,17801.0,17881.0,80.0,0.4494129543284085,114.0,0.8,True,True,6.0,17827.1268983059,87.8731016940983,98,2021
S001,2021-07-05,2021-07-05 09:00:00,long,17801.0,17881.0,80.0,0.4494129543284085,114.0,0.85,True,True,6.0,17832.44732945002,82.55267054997967,98,2021
S001,2021-07-05,2021-07-05 09:00:00,long,17801.0,17881.0,80.0,0.4494129543284085,114.0,0.9,True,True,13.0,17837.76776059414,77.23223940586104,98,2021
S001,2021-07-05,2021-07-05 09:00:00,long,17801.0,17881.0,80.0,0.4494129543284085,114.0,0.95,True,True,13.0,17843.088191738258,71.91180826174241,98,2021
S001,2021-07-05,2021-07-05 09:00:00,long,17801.0,17881.0,80.0,0.4494129543284085,114.0,1.0,True,True,26.0,17877.02377373457,37.97622626542943,98,2021
S001,2021-07-12,2021-07-12 09:00:00,long,17884.0,17849.0,-35.0,-0.19570565868933126,76.0,0.8,True,True,6.0,17930.394912080377,29.605087919622747,62,2021
S001,2021-07-12,2021-07-12 09:00:00,long,17884.0,17849.0,-35.0,-0.19570565868933126,76.0,0.85,True,True,11.0,17936.3570940854,23.642905914599396,62,2021
S001,2021-07-12,2021-07-12 09:00:00,long,17884.0,17849.0,-35.0,-0.19570565868933126,76.0,0.9,True,True,14.0,17942.319276090428,17.680723909572407,62,2021
S001,2021-07-12,2021-07-12 09:00:00,long,17884.0,17849.0,-35.0,-0.19570565868933126,76.0,0.95,False,True,,,,62,2021
S001,2021-07-12,2021-07-12 09:00:00,long,17884.0,17849.0,-35.0,-0.19570565868933126,76.0,1.0,False,True,,,,62,2021
S001,2021-07-13,2021-07-13 08:58:00,long,17994.0,17945.0,-49.0,-0.2723129932199622,11.0,0.8,False,True,,,,33,2021
S001,2021-07-13,2021-07-13 08:58:00,long,17994.0,17945.0,-49.0,-0.2723129932199622,11.0,0.85,False,True,,,,33,2021
S001,2021-07-13,2021-07-13 08:58:00,long,17994.0,17945.0,-49.0,-0.2723129932199622,11.0,0.9,False,True,,,,33,2021
S001,2021-07-13,2021-07-13 08:58:00,long,17994.0,17945.0,-49.0,-0.2723129932199622,11.0,0.95,False,True,,,,33,2021
S001,2021-07-13,2021-07-13 08:58:00,long,17994.0,17945.0,-49.0,-0.2723129932199622,11.0,1.0,False,True,,,,33,2021
S001,2021-08-03,2021-08-03 09:02:00,long,17450.0,17392.0,-58.0,-0.332378223495702,12.0,0.8,False,True,,,,54,2021
S001,2021-08-03,2021-08-03 09:02:00,long,17450.0,17392.0,-58.0,-0.332378223495702,12.0,0.85,False,True,,,,54,2021
S001,2021-08-03,2021-08-03 09:02:00,long,17450.0,17392.0,-58.0,-0.332378223495702,12.0,0.9,False,True,,,,54,2021
S001,2021-08-03,2021-08-03 09:02:00,long,17450.0,17392.0,-58.0,-0.332378223495702,12.0,0.95,False,True,,,,54,2021
S001,2021-08-03,2021-08-03 09:02:00,long,17450.0,17392.0,-58.0,-0.332378223495702,12.0,1.0,False,True,,,,54,2021
S001,2021-08-04,2021-08-04 08:58:00,long,17512.0,17540.0,28.0,0.15989036089538602,69.0,0.8,True,True,74.0,17551.96833725371,29.03166274628893,127,2021
S001,2021-08-04,2021-08-04 08:58:00,long,17512.0,17540.0,28.0,0.15989036089538602,69.0,0.85,True,True,77.0,17562.02018504932,18.9798149506787,127,2021
S001,2021-08-04,2021-08-04 08:58:00,long,17512.0,17540.0,28.0,0.15989036089538602,69.0,0.9,True,True,79.0,17567.786078287518,13.21392171248226,127,2021
S001,2021-08-04,2021-08-04 08:58:00,long,17512.0,17540.0,28.0,0.15989036089538602,69.0,0.95,True,True,109.0,17580.764092265323,0.23590773467731196,127,2021
S001,2021-08-04,2021-08-04 08:58:00,long,17512.0,17540.0,28.0,0.15989036089538602,69.0,1.0,False,True,,,,127,2021
S001,2021-08-23,2021-08-23 09:00:00,long,16461.0,16677.0,216.0,1.3121924548933843,253.0,0.8,True,True,5.0,16534.902157244633,179.0978427553673,82,2021
S001,2021-08-23,2021-08-23 09:00:00,long,16461.0,16677.0,216.0,1.3121924548933843,253.0,0.85,True,True,5.0,16543.77104207242,170.22895792757845,82,2021
S001,2021-08-23,2021-08-23 09:00:00,long,16461.0,16677.0,216.0,1.3121924548933843,253.0,0.9,True,True,6.0,16552.63992690021,161.3600730997896,82,2021
S001,2021-08-23,2021-08-23 09:00:00,long,16461.0,16677.0,216.0,1.3121924548933843,253.0,0.95,True,True,6.0,16561.508811728,152.49118827200073,82,2021
S001,2021-08-23,2021-08-23 09:00:00,long,16461.0,16677.0,216.0,1.3121924548933843,253.0,1.0,True,True,6.0,16570.37769655579,143.62230344420823,82,2021
S001,2021-08-25,2021-08-25 08:58:00,long,16827.0,16853.0,26.0,0.15451357936649432,86.0,0.8,True,True,6.0,16844.156167724126,68.84383227587387,87,2021
S001,2021-08-25,2021-08-25 08:58:00,long,16827.0,16853.0,26.0,0.15451357936649432,86.0,0.85,True,True,7.0,16847.853428206887,65.14657179311325,87,2021
S001,2021-08-25,2021-08-25 08:58:00,long,16827.0,16853.0,26.0,0.15451357936649432,86.0,0.9,True,True,7.0,16851.550688689644,61.44931131035628,87,2021
S001,2021-08-25,2021-08-25 08:58:00,long,16827.0,16853.0,26.0,0.15451357936649432,86.0,0.95,True,True,7.0,16855.2479491724,57.752050827599305,87,2021
S001,2021-08-25,2021-08-25 08:58:00,long,16827.0,16853.0,26.0,0.15451357936649432,86.0,1.0,True,True,7.0,16858.94520965516,54.05479034483869,87,2021
S001,2021-09-01,2021-09-01 09:03:00,long,17417.0,17412.0,-5.0,-0.02870758454383648,59.0,0.8,False,True,,,,95,2021
S001,2021-09-01,2021-09-01 09:03:00,long,17417.0,17412.0,-5.0,-0.02870758454383648,59.0,0.85,False,True,,,,95,2021
S001,2021-09-01,2021-09-01 09:03:00,long,17417.0,17412.0,-5.0,-0.02870758454383648,59.0,0.9,False,True,,,,95,2021
S001,2021-09-01,2021-09-01 09:03:00,long,17417.0,17412.0,-5.0,-0.02870758454383648,59.0,0.95,False,True,,,,95,2021
S001,2021-09-01,2021-09-01 09:03:00,long,17417.0,17412.0,-5.0,-0.02870758454383648,59.0,1.0,False,True,,,,95,2021
S001,2021-09-06,2021-09-06 09:00:00,long,17511.0,17453.0,-58.0,-0.3312203757638056,7.0,0.8,False,True,,,,10,2021
S001,2021-09-06,2021-09-06 09:00:00,long,17511.0,17453.0,-58.0,-0.3312203757638056,7.0,0.85,False,True,,,,10,2021
S001,2021-09-06,2021-09-06 09:00:00,long,17511.0,17453.0,-58.0,-0.3312203757638056,7.0,0.9,False,True,,,,10,2021
S001,2021-09-06,2021-09-06 09:00:00,long,17511.0,17453.0,-58.0,-0.3312203757638056,7.0,0.95,False,True,,,,10,2021
S001,2021-09-06,2021-09-06 09:00:00,long,17511.0,17453.0,-58.0,-0.3312203757638056,7.0,1.0,False,True,,,,10,2021
S001,2021-10-06,2021-10-06 09:00:00,long,16487.0,16422.0,-65.0,-0.39425001516346214,6.0,0.8,False,True,,,,24,2021
S001,2021-10-06,2021-10-06 09:00:00,long,16487.0,16422.0,-65.0,-0.39425001516346214,6.0,0.85,False,True,,,,24,2021
S001,2021-10-06,2021-10-06 09:00:00,long,16487.0,16422.0,-65.0,-0.39425001516346214,6.0,0.9,False,True,,,,24,2021
S001,2021-10-06,2021-10-06 09:00:00,long,16487.0,16422.0,-65.0,-0.39425001516346214,6.0,0.95,False,True,,,,24,2021
S001,2021-10-06,2021-10-06 09:00:00,long,16487.0,16422.0,-65.0,-0.39425001516346214,6.0,1.0,False,True,,,,24,2021
S001,2021-10-18,2021-10-18 09:06:00,long,16865.0,16807.0,-58.0,-0.34390750074118,5.0,0.8,False,True,,,,7,2021
S001,2021-10-18,2021-10-18 09:06:00,long,16865.0,16807.0,-58.0,-0.34390750074118,5.0,0.85,False,True,,,,7,2021
S001,2021-10-18,2021-10-18 09:06:00,long,16865.0,16807.0,-58.0,-0.34390750074118,5.0,0.9,False,True,,,,7,2021
S001,2021-10-18,2021-10-18 09:06:00,long,16865.0,16807.0,-58.0,-0.34390750074118,5.0,0.95,False,True,,,,7,2021
S001,2021-10-18,2021-10-18 09:06:00,long,16865.0,16807.0,-58.0,-0.34390750074118,5.0,1.0,False,True,,,,7,2021
S001,2021-10-19,2021-10-19 09:00:00,long,16828.0,16886.0,58.0,0.3446636558117423,66.0,0.8,True,True,35.0,16854.578136773012,39.421863226987625,49,2021
S001,2021-10-19,2021-10-19 09:00:00,long,16828.0,16886.0,58.0,0.3446636558117423,66.0,0.85,True,True,35.0,16858.801770321326,35.19822967867367,49,2021
S001,2021-10-19,2021-10-19 09:00:00,long,16828.0,16886.0,58.0,0.3446636558117423,66.0,0.9,True,True,36.0,16863.02540386964,30.974596130359714,49,2021
S001,2021-10-19,2021-10-19 09:00:00,long,16828.0,16886.0,58.0,0.3446636558117423,66.0,0.95,True,True,38.0,16867.249037417954,26.75096258204576,49,2021
S001,2021-10-19,2021-10-19 09:00:00,long,16828.0,16886.0,58.0,0.3446636558117423,66.0,1.0,True,True,38.0,16871.472670966265,22.52732903373544,49,2021
S001,2021-10-26,2021-10-26 09:07:00,long,16997.0,17046.0,49.0,0.2882861681473201,76.0,0.8,True,True,114.0,17064.864439072902,8.135560927097686,179,2021
S001,2021-10-26,2021-10-26 09:07:00,long,16997.0,17046.0,49.0,0.2882861681473201,76.0,0.85,True,True,119.0,17072.16846651496,0.831533485041291,179,2021
S001,2021-10-26,2021-10-26 09:07:00,long,16997.0,17046.0,49.0,0.2882861681473201,76.0,0.9,False,True,,,,179,2021
S001,2021-10-26,2021-10-26 09:07:00,long,16997.0,17046.0,49.0,0.2882861681473201,76.0,0.95,False,True,,,,179,2021
S001,2021-10-26,2021-10-26 09:07:00,long,16997.0,17046.0,49.0,0.2882861681473201,76.0,1.0,False,True,,,,179,2021
S001,2021-11-01,2021-11-01 09:06:00,long,17090.0,17049.0,-41.0,-0.23990637799882975,40.0,0.8,False,True,,,,74,2021
S001,2021-11-01,2021-11-01 09:06:00,long,17090.0,17049.0,-41.0,-0.23990637799882975,40.0,0.85,False,True,,,,74,2021
S001,2021-11-01,2021-11-01 09:06:00,long,17090.0,17049.0,-41.0,-0.23990637799882975,40.0,0.9,False,True,,,,74,2021
S001,2021-11-01,2021-11-01 09:06:00,long,17090.0,17049.0,-41.0,-0.23990637799882975,40.0,0.95,False,True,,,,74,2021
S001,2021-11-01,2021-11-01 09:06:00,long,17090.0,17049.0,-41.0,-0.23990637799882975,40.0,1.0,False,True,,,,74,2021
S001,2021-11-02,2021-11-02 09:04:00,long,17196.0,17168.0,-28.0,-0.16282856478250757,59.0,0.8,True,True,17.0,17253.608855352042,1.3911446479578444,62,2021
S001,2021-11-02,2021-11-02 09:04:00,long,17196.0,17168.0,-28.0,-0.16282856478250757,59.0,0.85,False,True,,,,62,2021
S001,2021-11-02,2021-11-02 09:04:00,long,17196.0,17168.0,-28.0,-0.16282856478250757,59.0,0.9,False,True,,,,62,2021
