date,session_open,vwap,day_high,day_low,day_range,or_high,or_low,broke_down,brk_time,brk_close,max_decline,fwd_mfe,EmaHL,vwap_t1,vwap_t2,above_cost,weak_strict,L1,L1_f,L2,L2_f,L3,L3_f,L4,L4_f,L5,L5_f,reach_sw,reach_fwd,warm
2021-01-20,15899.0,15863.465455187608,15964.0,15735.0,229.0,15912.0,15872.0,False,,,229.0,,211.34766201517772,15823.543602204545,15527.450489368883,True,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0835227502235374,,False
2021-01-21,15803.0,16018.59284765116,16183.0,15769.0,414.0,15813.0,15769.0,False,,,227.0,,213.02883706135125,15863.465455187608,15823.543602204545,False,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0655834352352265,,False
2021-01-22,16051.0,16014.059999503006,16085.0,15928.0,157.0,16052.0,15984.0,True,08:59:00,15975.0,157.0,47.0,232.16894781741303,16018.59284765116,15863.465455187608,True,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6762316902235828,0.20243878624527636,False
2021-01-25,15956.0,15877.789804739901,16004.0,15719.0,285.0,16004.0,15950.0,True,09:02:00,15937.0,285.0,218.0,225.01000040623086,16014.059999503006,16018.59284765116,False,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.2666103705855907,0.9688458273251186,False
2021-01-26,15865.0,15753.49480050377,15974.0,15537.0,437.0,15916.0,15852.0,False,,,437.0,,230.72333370087554,15877.789804739901,16014.059999503006,False,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.8940433678309914,,False
2021-01-27,15725.0,15693.15238438281,15814.0,15585.0,229.0,15754.0,15720.0,True,09:05:00,15705.0,229.0,120.0,250.36873049126834,15753.49480050377,15877.789804739901,False,True,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9146509612069404,0.4792930801084404,False
2021-01-28,15411.0,15407.060143039693,15524.0,15305.0,219.0,15420.0,15350.0,False,,,219.0,,248.33361330162373,15693.15238438281,15753.49480050377,False,True,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8818782004110116,,False
2021-01-29,15498.0,15345.32398407394,15539.0,15063.0,476.0,15518.0,15472.0,False,,,476.0,,245.53993584432624,15407.060143039693,15693.15238438281,False,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.938584851230827,,True
2021-02-01,15156.0,15246.362657791919,15398.0,15090.0,308.0,15218.0,15147.0,True,09:02:00,15143.0,128.0,53.0,267.48851338296186,15345.32398407394,15407.060143039693,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47852522106900003,0.19813934934888283,True
2021-02-02,15469.0,15700.045486449933,15820.0,15459.0,361.0,15499.0,15459.0,False,,,94.0,,271.34675020363215,15246.362657791919,15345.32398407394,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34642021667647654,,True
2021-02-03,15864.0,15782.158069304469,15875.0,15716.0,159.0,15875.0,15833.0,True,09:00:00,15830.0,159.0,114.0,279.8851549461434,15700.045486449933,15246.362657791919,True,False,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5680901512286187,0.40730991974882097,True
2021-02-04,15721.0,15670.755098455089,15777.0,15542.0,235.0,15726.0,15638.0,True,08:59:00,15631.0,184.0,89.0,268.37228304651074,15782.158069304469,15700.045486449933,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6856147658441746,0.3316288813050627,True
2021-02-05,15809.0,15841.042397817417,15984.0,15751.0,233.0,15839.0,15803.0,True,09:00:00,15796.0,220.0,45.0,265.1939703754145,15670.755098455089,15782.158069304469,True,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8295814557494015,0.1696871159487412,True
2021-02-17,16261.0,16305.01993273978,16433.0,16179.0,254.0,16277.0,16179.0,False,,,213.0,,262.1278779587083,15841.042397817417,15670.755098455089,True,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8125804918527315,,True
2021-02-18,16374.0,16381.245307863137,16525.0,16287.0,238.0,16382.0,16341.0,True,08:59:00,16334.0,235.0,47.0,261.3537943435932,16305.01993273978,15841.042397817417,True,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.899164294094974,0.1798328588189948,True
2021-02-19,16301.0,16241.650104482598,16328.0,16130.0,198.0,16313.0,16288.0,True,09:00:00,16287.0,198.0,157.0,259.1296234537272,16381.245307863137,16305.01993273978,False,True,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7640963520921291,0.605874380194264,True
2021-02-22,16480.0,16437.02945513944,16564.0,16336.0,228.0,16509.0,16468.0,True,08:59:00,16459.0,228.0,123.0,253.30775455337226,16241.650104482598,16381.245307863137,True,False,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9000908811576083,0.4855753437823939,True
2021-02-23,16223.0,16328.600792864221,16451.0,16182.0,269.0,16248.0,16195.0,True,09:11:00,16187.0,113.0,5.0,250.89749221495586,16437.02945513944,16241.650104482598,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4503831385575887,0.019928457458300384,True
2021-02-24,16300.0,16285.650343085761,16435.0,16133.0,302.0,16312.0,16281.0,False,,,302.0,,252.62154057543626,16328.600792864221,16437.02945513944,False,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1954641687010799,,True
2021-02-25,16388.0,16335.512822044657,16422.0,16243.0,179.0,16400.0,16375.0,True,09:02:00,16373.0,179.0,130.0,257.32425099682325,16285.650343085761,16328.600792864221,True,False,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695620406186317,0.5051991776772136,True
2021-02-26,16037.0,15985.084978805942,16118.0,15852.0,266.0,16070.0,15996.0,False,,,266.0,,249.86479852093532,16335.512822044657,16285.650343085761,False,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0645757288524689,,True
2021-03-02,16249.0,16090.697630824594,16277.0,15868.0,409.0,16277.0,16216.0,True,09:00:00,16205.0,409.0,337.0,251.40148437608434,15985.084978805942,16335.512822044657,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.626879813438794,1.3404853230534808,True
2021-03-03,16000.0,16048.912988816703,16196.0,15885.0,311.0,16030.0,15981.0,True,09:06:00,15974.0,145.0,89.0,266.41086681645726,16090.697630824594,15985.084978805942,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5442720926991961,0.33407045689812725,True
2021-03-04,16025.0,15912.805075180393,16066.0,15756.0,310.0,16054.0,16010.0,True,09:03:00,16007.0,310.0,251.0,270.6574509291756,16048.912988816703,16090.697630824594,False,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.1453591945677468,0.9273714768919499,True
2021-03-05,15601.0,15767.646633184966,15914.0,15570.0,344.0,15634.0,15580.0,False,,,130.0,,274.4043603644922,15912.805075180393,16048.912988816703,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4737534047466322,,True
2021-03-08,15950.0,15918.279673543931,16095.0,15767.0,328.0,15984.0,15942.0,True,09:15:00,15934.0,328.0,167.0,281.03251652025483,15767.646633184966,15912.805075180393,True,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1671247301248149,0.5942372863745247,True
2021-03-09,15810.0,15749.085387504469,15848.0,15608.0,240.0,15810.0,15692.0,False,,,217.0,,285.50561018499246,15918.279673543931,15767.646633184966,False,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7600551171635315,,True
2021-03-10,15977.0,15876.581929284655,15986.0,15808.0,178.0,15986.0,15934.0,True,09:00:00,15929.0,178.0,121.0,281.1717425483265,15749.085387504469,15918.279673543931,True,False,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6330650384236466,0.43034196432169236,True
2021-03-11,15951.0,16123.117253980683,16214.0,15942.0,272.0,15977.0,15942.0,False,,,60.0,,271.3458623056287,15876.581929284655,15749.085387504469,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2211200107868952,,True
2021-03-12,16276.0,16214.852621655593,16288.0,16155.0,133.0,16288.0,16243.0,True,09:02:00,16240.0,133.0,85.0,271.40816113366407,16123.117253980683,15876.581929284655,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900368487243082,0.31318144467343006,True
2021-03-15,16206.0,16197.8421516417,16249.0,16142.0,107.0,16219.0,16166.0,False,,,107.0,,258.22643150188657,16214.852621655593,16123.117253980683,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4143650182425972,,True
2021-03-16,16250.0,16269.559460129003,16348.0,16213.0,135.0,16257.0,16231.0,False,,,103.0,,243.8239142159926,16197.8421516417,16214.852621655593,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4224360039957235,,True
2021-03-17,16304.0,16260.986520664077,16336.0,16161.0,175.0,16315.0,16295.0,True,09:04:00,16290.0,175.0,129.0,233.45973190970759,16269.559460129003,16197.8421516417,True,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7495939388283143,0.5525578177648717,True
2021-03-18,16255.0,16301.906418867735,16401.0,16220.0,181.0,16274.0,16249.0,False,,,181.0,,227.89213839449732,16260.986520664077,16269.559460129003,False,True,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7942353837879053,,True
2021-03-19,16100.0,16024.510667584309,16110.0,15953.0,157.0,16101.0,16060.0,True,09:11:00,16040.0,157.0,87.0,223.42622045216424,16301.906418867735,16260.986520664077,False,True,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7026928159204745,0.3893902865291801,True
2021-03-22,16018.0,16067.221175438335,16174.0,15911.0,263.0,16022.0,15975.0,True,09:12:00,15967.0,113.0,56.0,217.09991374243432,16024.510667584309,16301.906418867735,False,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520497673407933,0.25794574965348893,True
2021-03-23,16223.0,16186.701705299005,16277.0,16103.0,174.0,16235.0,16206.0,True,08:58:00,16205.0,174.0,102.0,221.47135052886915,16067.221175438335,16024.510667584309,True,False,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7856546663236192,0.4605561837069492,True
2021-03-24,16019.0,15997.057448473384,16062.0,15939.0,123.0,16035.0,16000.0,True,08:59:00,15992.0,123.0,53.0,216.9502695261197,16186.701705299005,16067.221175438335,False,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566950206001894,0.2442956172203283,True
2021-03-25,15890.0,15983.624107385309,16090.0,15870.0,220.0,15907.0,15885.0,False,,,119.0,,208.00262480934643,15997.057448473384,16186.701705299005,False,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5721081650247176,,True
2021-03-26,16095.0,16193.611286280217,16293.0,16081.0,212.0,16116.0,16090.0,True,09:13:00,16088.0,48.0,0.0,209.14523197036107,15983.624107385309,15997.057448473384,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22950559067395954,0.0,True
2021-03-29,16370.0,16418.324843777897,16485.0,16350.0,135.0,16378.0,16350.0,False,,,84.0,,209.41711463985047,16193.611286280217,15983.624107385309,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40111334808743204,,True
2021-03-30,16469.0,16476.81215946646,16531.0,16418.0,113.0,16494.0,16465.0,True,09:06:00,16458.0,113.0,40.0,202.32977038843615,16418.324843777897,16193.611286280217,True,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5584941839407057,0.1976970562621967,True
2021-03-31,16540.0,16469.164604926962,16549.0,16403.0,146.0,16544.0,16493.0,True,09:03:00,16487.0,146.0,84.0,193.82217320858507,16476.81215946646,16418.324843777897,True,False,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7532677896603687,0.43338694747582857,True
2021-04-01,16535.0,16526.7155300061,16587.0,16452.0,135.0,16560.0,16527.0,False,,,135.0,,189.26768052205315,16469.164604926962,16476.81215946646,True,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7132755028625716,,True
2021-04-06,16760.0,16753.606815481653,16840.0,16697.0,143.0,16791.0,16728.0,False,,,143.0,,184.09932999614333,16526.7155300061,16469.164604926962,True,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7767545922247283,,True
2021-04-07,16777.0,16739.309134899726,16788.0,16673.0,115.0,16785.0,16751.0,True,09:05:00,16750.0,112.0,77.0,180.18510809174873,16753.606815481653,16526.7155300061,True,False,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6215829997613929,0.4273383123359576,True
2021-04-08,16715.0,16811.89042032532,16930.0,16687.0,243.0,16724.0,16708.0,True,09:12:00,16703.0,76.0,16.0,173.97700255920125,16739.309134899726,16753.606815481653,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4368393459022756,0.0919661780846896,True
2021-04-09,16952.0,16880.215237501096,16971.0,16810.0,161.0,16965.0,16949.0,True,09:02:00,16948.0,161.0,138.0,180.55062136308683,16811.89042032532,16739.309134899726,True,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.891716676378695,0.7643285797531671,True
2021-04-12,16895.0,16872.71767365575,16965.0,16760.0,205.0,16902.0,16879.0,False,,,205.0,,178.68865742374524,16880.215237501096,16811.89042032532,True,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1472468535809723,,True
2021-04-13,16910.0,16933.006288343557,17046.0,16780.0,266.0,16918.0,16902.0,True,08:59:00,16899.0,266.0,119.0,181.19449957386473,16872.71767365575,16880.215237501096,True,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.4680357330138707,0.656752827927258,True
2021-04-14,16860.0,16768.457149040933,16917.0,16592.0,325.0,16867.0,16842.0,False,,,325.0,,189.27121390016333,16933.006288343557,16872.71767365575,False,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.7171126728834254,,True
2021-04-15,16881.0,16941.584453727162,17074.0,16852.0,222.0,16895.0,16875.0,True,09:06:00,16872.0,97.0,20.0,202.19776495729064,16768.457149040933,16933.006288343557,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4797283492252691,0.09891306169593177,True
2021-04-16,17062.0,17065.73966978883,17160.0,16990.0,170.0,17072.0,17016.0,True,09:05:00,17014.0,88.0,24.0,204.08369210421534,16941.584453727162,16768.457149040933,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4311956486707561,0.11759881327384257,True
2021-04-19,17118.0,17208.519282883128,17296.0,17111.0,185.0,17137.0,17111.0,False,,,63.0,,200.83762618952818,17065.73966978883,16941.584453727162,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31368624094644304,,True
2021-04-20,17238.0,17269.381233151937,17324.0,17206.0,118.0,17254.0,17225.0,True,09:07:00,17218.0,72.0,12.0,199.32928083814454,17208.519282883128,17065.73966978883,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36121135689273887,0.06020189281545647,True
2021-04-21,17225.0,17216.878489566243,17270.0,17150.0,120.0,17245.0,17210.0,False,,,108.0,,191.58363504403553,17269.381233151937,17208.519282883128,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5637224702160818,,True
2021-04-22,17258.0,17226.933739736647,17369.0,17053.0,316.0,17269.0,17256.0,False,,,316.0,,184.76614599222262,17216.878489566243,17269.381233151937,False,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.7102700189097488,,True
2021-04-23,17061.0,17162.970154972405,17260.0,17041.0,219.0,17080.0,17041.0,False,,,81.0,,197.26460827867763,17226.933739736647,17216.878489566243,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41061597773063535,,True
2021-04-26,17337.0,17430.78049028027,17536.0,17323.0,213.0,17357.0,17331.0,False,,,102.0,,199.33464558547024,17162.970154972405,17226.933739736647,True,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5117023169776309,,True
2021-04-27,17532.0,17528.45203112931,17576.0,17460.0,116.0,17535.0,17513.0,True,09:05:00,17503.0,116.0,43.0,200.63610791066355,17430.78049028027,17162.970154972405,True,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5781611356399061,0.21431835200444796,True
2021-04-28,17548.0,17527.637361559366,17563.0,17475.0,88.0,17549.0,17520.0,False,,,88.0,,192.57552620488607,17528.45203112931,17430.78049028027,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4569635702637236,,True
2021-04-29,17578.0,17615.73216698055,17702.0,17531.0,171.0,17644.0,17578.0,False,,,171.0,,182.6159522806112,17527.637361559366,17528.45203112931,True,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9363913604723759,,True
2021-05-03,17501.0,17345.183960291728,17534.0,17226.0,308.0,17533.0,17476.0,True,09:05:00,17461.0,308.0,235.0,181.50967111102918,17615.73216698055,17527.637361559366,False,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.6968792798461791,1.2946968531293899,True
2021-05-04,17271.0,16984.525947096834,17309.0,16668.0,641.0,17306.0,17266.0,True,09:09:00,17235.0,641.0,567.0,193.556369100455,17345.183960291728,17615.73216698055,False,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.311696757792163,2.929379191369979,True
2021-05-05,16847.0,16922.128526805634,17020.0,16756.0,264.0,16959.0,16841.0,False,,,264.0,,236.17004823374498,16984.525947096834,17345.183960291728,False,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1178386166001493,,True
2021-05-06,16884.0,16926.68932004398,17081.0,16700.0,381.0,16917.0,16883.0,False,,,381.0,,238.82051983053117,16922.128526805634,16984.525947096834,False,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.595340301035943,,True
2021-05-07,17120.0,17169.152039094362,17288.0,17060.0,228.0,17151.0,17112.0,True,09:03:00,17111.0,115.0,51.0,252.3614227038139,16926.68932004398,16922.128526805634,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455695639879835,0.20209110985975293,True
2021-05-10,17369.0,17248.961143314013,17373.0,17178.0,195.0,17373.0,17323.0,True,08:59:00,17312.0,195.0,134.0,250.0412872082126,17169.152039094362,16926.68932004398,True,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7798712051806908,0.5359114948421158,True
2021-05-11,16968.0,16736.286777386373,16970.0,16425.0,545.0,16969.0,16874.0,True,09:00:00,16864.0,545.0,439.0,244.7992598550495,17248.961143314013,17169.152039094362,False,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2263139207312364,1.7933060755981884,True
2021-05-12,16503.0,15937.041468128671,16531.0,15027.0,1504.0,16516.0,16410.0,True,09:04:00,16358.0,1504.0,1331.0,273.389806535521,16736.286777386373,17248.961143314013,False,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.501302404281808,4.868506316555243,True
2021-05-13,15538.0,15713.452565463856,15991.0,15348.0,643.0,15664.0,15526.0,True,09:00:00,15511.0,436.0,163.0,390.5907773416619,15937.041468128671,16736.286777386373,False,True,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1162577953514177,0.4173165611061493,True
2021-05-14,15800.0,15819.262478108581,16021.0,15653.0,368.0,15837.0,15771.0,False,,,368.0,,414.6297509281703,15713.452565463856,15937.041468128671,False,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8875388202998284,,True
2021-05-17,15183.0,15421.819375289993,15735.0,15096.0,639.0,15491.0,15096.0,False,,,617.0,,410.18882226834455,15819.262478108581,15713.452565463856,False,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.5041853080929641,,True
2021-05-18,15563.0,15924.404772336791,16180.0,15501.0,679.0,15589.0,15501.0,False,,,210.0,,431.98036300469266,15421.819375289993,15819.262478108581,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48613320878597144,,True
2021-05-19,16122.0,16113.991942172208,16248.0,15979.0,269.0,16140.0,16047.0,False,,,259.0,,455.5060427185315,15924.404772336791,15421.819375289993,True,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5685983844566527,,True
2021-05-20,16078.0,15976.67904961849,16113.0,15854.0,259.0,16113.0,16031.0,True,09:02:00,16026.0,259.0,172.0,437.7435624596237,16113.991942172208,15924.404772336791,False,False,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916706085743738,0.3929241107134838,True
2021-05-21,16222.0,16223.5269047658,16425.0,16072.0,353.0,16305.0,16216.0,False,,,353.0,,420.72036603489767,15976.67904961849,16113.991942172208,True,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8390371099142835,,True
2021-05-24,16079.0,16238.351453965592,16368.0,16069.0,299.0,16164.0,16069.0,False,,,128.0,,414.27080736490745,16223.5269047658,15976.67904961849,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30897663490744626,,True
2021-05-25,16463.0,16534.636824476605,16623.0,16425.0,198.0,16487.0,16425.0,False,,,164.0,,403.2926352349163,16238.351453965592,16223.5269047658,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40665260327521396,,True
2021-05-26,16616.0,16586.31711167022,16664.0,16504.0,160.0,16645.0,16608.0,True,09:08:00,16606.0,160.0,102.0,383.7409556887338,16534.636824476605,16238.351453965592,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4169479374773377,0.2658043101418028,True
2021-05-27,16593.0,16463.572115865158,16595.0,16219.0,376.0,16595.0,16219.0,False,,,376.0,,362.4322932421877,16586.31711167022,16534.636824476605,True,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0374351486078697,,True
2021-05-28,16731.0,16793.45664572257,16878.0,16673.0,205.0,16770.0,16728.0,True,09:01:00,16711.0,97.0,38.0,363.7244557905508,16463.572115865158,16586.31711167022,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26668539455003554,0.10447469064846754,True
2021-05-31,16891.0,16990.400815757366,17098.0,16884.0,214.0,16919.0,16884.0,False,,,208.0,,348.6078409533555,16793.45664572257,16463.572115865158,True,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5966589834329942,,True
