trade_date,exit_date,is_lc_hv,entry_adj,exit_adj,pnl_pts,ret_pct
2024-03-07,2024-04-22,True,20137.0,19662.0,-481.0,-2.3886378308586185
2024-03-08,2024-04-23,False,20219.0,19815.0,-410.0,-2.027795637766457
2024-03-11,2024-04-24,False,20143.0,20308.0,159.0,0.7893561038574195
2024-03-12,2024-04-25,False,20383.0,20023.0,-366.0,-1.7956139920522005
2024-03-13,2024-04-26,False,20355.0,20316.0,-45.0,-0.2210759027266028
2024-03-14,2024-04-29,True,20367.0,20690.0,317.0,1.5564393381450385
2024-03-15,2024-04-30,False,20158.0,20551.0,387.0,1.9198333167973012
2024-03-18,2024-05-02,False,20347.0,20429.0,76.0,0.37351943775495156
2024-03-19,2024-05-03,False,20295.0,20520.0,219.0,1.0790835181079084
2024-03-20,2024-05-06,True,20175.0,20740.0,559.0,2.7707558859975214
2024-03-21,2024-05-07,True,20397.0,20788.0,385.0,1.887532480266706
