d,lvl,tk,ema20,swing_at_tk,up_full,satcons,cont,W5_level,W5_slope,W5_ddpeak,W5_frozen,W10_level,W10_slope,W10_ddpeak,W10_frozen,is_seg,tk_min,tk_t,tod,vol_ratio
2026-02-11,L3,10:02:00,401.9541626111842,289.0,571.0,0.718987453998713,1.0,0.4385359055940726,-0.0005547377286816,0.1106197545410451,0.3628610862064777,0.3969834449190049,0.0026960450942513,0.0669677322678437,0.2816841578505784,IS,602,10:02:00,602,0.7183759867846513
2026-02-23,L3,08:45:00,418.0537661720238,375.0,405.0,0.8970138062234135,0.0,,,,0.23283396536414,,,,0.1920878910899918,IS,525,08:45:00,525,
2026-02-24,L3,09:21:00,442.1438836794501,350.0,856.0,0.7915975159202847,1.0,0.2072778697981863,0.0623542915596352,0.0,0.175196708132376,0.1961911272873535,0.0496200506102924,0.0,0.1799853560911984,IS,561,09:21:00,561,1.0632388438575833
2026-02-25,L3,10:05:00,481.5587519004548,350.0,712.0,0.7268064355984336,1.0,-0.113246157296525,0.04275422934067,0.0526672412546178,-0.1506130960672106,-0.1889164498542542,0.063822550906424,0.0400090339460822,-0.2416050186044953,IS,605,10:05:00,605,0.9759847213627307
2026-02-26,L3,10:47:00,503.5055374337449,361.0,407.0,0.7169732468880805,0.0,0.0538785906219208,0.1116350901538467,0.0,-0.2035416300240375,0.0094697704169864,0.097337952119238,0.0209802776415691,-0.1924781160412009,IS,647,10:47:00,647,1.005546656912387
2026-03-02,L3,09:04:00,494.3145338686263,372.0,773.0,0.752557277830043,1.0,0.3392130148348037,,,0.5870684163767306,0.3410015599611492,,,0.571177083484701,OOS,544,09:04:00,544,1.9986540753776587
2026-03-04,L3,09:00:00,567.0601966588981,413.0,577.0,0.7283177384577224,1.0,0.1308436846649567,,,-0.2198818122254968,0.1387813401713188,,,-0.2334432449042264,OOS,540,09:00:00,540,2.0468941315129543
2026-03-05,L3,10:47:00,607.054463643765,452.0,536.0,0.74457899096389,0.0,-0.2929349625430448,0.0771858886543788,0.5018108135227224,0.2088758509796774,-0.2487503234373933,0.0754411790579958,0.4458172988942743,0.197066975456881,OOS,647,10:47:00,647,1.440945475465418
2026-03-06,L3,10:13:00,635.1445147253112,466.0,592.0,0.7336912926053322,0.0,0.2107605370477753,0.0352382072018598,0.0,0.1163388791127414,0.2397720223713202,0.0401922771285195,0.0,0.1211926425732785,OOS,613,10:13:00,613,0.9480891774261684
2026-03-09,L3,09:02:00,631.0355133229006,484.0,987.0,0.7669932829158181,1.0,0.1239201122537662,,,0.370256669930053,0.1235432005883971,,,0.3093718949145077,OOS,542,09:02:00,542,2.460975834127429
2026-03-10,L3,13:05:00,664.9368930064338,485.0,485.0,0.7293925259690881,0.0,-0.1115435617065069,0.1094648566794838,0.4298165043881274,0.1998576543049931,-0.1299186667842021,0.0910044154813785,0.3738228020002524,0.1375580362731031,OOS,785,13:05:00,785,1.1817523153146936
2026-03-11,L3,10:17:00,692.5619508153449,517.0,908.0,0.7465036151514562,1.0,0.5563127916015491,0.0983290377753826,0.0,0.1968918847295707,0.489538582730071,0.0951214169968389,0.0,0.1534870548495283,OOS,617,10:17:00,617,0.7518155534398777
2026-03-13,L3,09:19:00,703.5484449985023,505.0,855.0,0.7177899455112505,1.0,0.3503914345974736,0.1678216939661877,0.0,0.3041528690790898,0.294591484997004,0.1583201807782222,0.0,0.2399741688579398,OOS,559,09:19:00,559,1.0543450525071172
2026-03-20,L3,10:53:00,640.4266919726879,475.0,477.0,0.7416930086671921,0.0,-0.3838066482831493,-0.0647793010269618,0.1907449195759402,-0.3332043509843287,-0.3098368805309452,0.0003544955918917,0.0850412873970258,-0.3400103640705362,OOS,653,10:53:00,653,0.9667808626595915
2026-03-23,L3,09:14:00,628.67176892767,467.0,677.0,0.7428359647778765,1.0,0.3389046104333129,0.0505970078026896,,0.380687972037068,0.2904887121223256,0.0788025379547245,,0.3321307712039051,OOS,554,09:14:00,554,1.5006186299305855
2026-03-24,L3,10:24:00,633.2744576012252,453.0,657.0,0.7153296561429537,1.0,-0.6777850998831102,0.0568979259910801,0.1810823099905981,-0.533412947251684,-0.6463868334702013,0.0536224728466452,0.2762952175809382,-0.3700916158892631,OOS,624,10:24:00,624,1.1893207398325236
2026-03-27,L3,12:56:00,653.0065332779186,490.0,591.0,0.7503753408719063,0.0,0.3258701599783771,0.0045161008073277,0.0073145560739742,0.0260605315260168,0.290080051834773,0.0042521162851386,0.007841814468319,0.0271239465712587,OOS,776,12:56:00,776,0.7875894079144937
2026-03-30,L3,09:35:00,647.101149156212,468.0,685.0,0.7232254194112449,1.0,0.1842117478175363,0.0763812868314202,0.0024105484372393,0.1749105114369127,0.1589607189946048,0.0473103815985079,0.0090634480094911,0.1445295547281157,OOS,575,09:35:00,575,1.0233190152373912
2026-03-31,L3,09:37:00,650.7105635222871,489.0,489.0,0.7514861866588578,0.0,0.1352067737884451,-0.0050152643487758,0.0050152643487758,-0.1782010874971703,0.0396861915918781,0.0009889892397333,0.0,-0.2305293437895748,OOS,577,09:37:00,577,1.2627231555817102
2026-04-01,L3,12:52:00,650.1667003296883,469.0,505.0,0.7213534617540058,0.0,0.0272146014997251,-0.0279098811429292,0.0766455960545636,-0.1616414627617901,-0.0123691127561575,-0.0122881467941597,0.0810541520207613,-0.1843774637681284,OOS,772,12:52:00,772,0.7997374946463269
2026-04-08,L3,10:00:00,664.5832412872619,500.0,587.0,0.7523512013807736,0.0,0.1514718852363558,0.0753928923627695,0.0,-0.0560089655612894,0.2509604592876703,0.0575255170526973,0.0,0.035107129509283,OOS,600,10:00:00,600,1.0907606117982678
2026-04-14,L3,12:20:00,586.5338649420626,420.0,440.0,0.7160711854915441,0.0,-0.0115138277016382,0.0016566299325733,0.0867170703821686,-0.1314705977816435,-0.0389148416280348,0.0024908727167678,0.0767802042160197,-0.1065668116429279,OOS,740,12:20:00,740,0.7415412370276904
2026-04-15,L3,09:49:00,572.5782587571042,429.0,450.0,0.7492425593162242,0.0,0.3242755876299467,0.0371460911752065,0.0,0.2015279751534024,0.2675356826913968,0.0580099077578618,0.0,0.0892358333723433,OOS,589,09:49:00,589,0.3980873423562381
2026-04-16,L3,12:22:00,560.9041388754753,404.0,580.0,0.7202656782136723,1.0,-0.0097155817357087,-0.0154441472488185,0.0172820101660722,-0.1531283134941166,0.1152615067711155,-0.0182628998040933,0.0182628998040933,-0.1053663611342094,OOS,742,12:22:00,742,0.7986317443655082
2026-04-20,L3,09:54:00,542.9396692382008,410.0,433.0,0.7551483585188598,0.0,0.3001785404449669,0.0073838125802487,0.0663049471057685,0.3664834875507355,0.256984359719303,0.0083121919148477,0.0121132161978211,0.2629896711196712,OOS,594,09:54:00,594,0.8678161604343047
2026-04-21,L3,10:18:00,538.3739864536103,390.0,512.0,0.7244034998217821,0.0,0.3901860821447933,-0.0696695276950875,0.0774136303096241,-0.0187280230321237,0.3576214002242363,-0.0411605615236038,0.0444396962736257,-0.0104913852708162,OOS,618,10:18:00,618,1.1774771264496142
2026-04-22,L3,10:21:00,535.8621782199332,408.0,444.0,0.7613898061537479,0.0,0.2931154130289879,0.0084872601074299,0.0296985468292613,0.1517401902258696,0.2145551218294916,-0.0078920150482593,0.0769041124761169,0.0620755173326482,OOS,621,10:21:00,621,0.8372062201866907
2026-04-23,L3,09:09:00,527.1133993418443,378.0,631.0,0.7171132444592988,1.0,0.1901904536463498,0.0112276383016495,,0.2027333168217378,0.1930936400456783,0.0217208307583009,,0.2267727820525555,OOS,549,09:09:00,549,1.2193011511978056
2026-04-24,L3,09:27:00,636.8168851188116,472.0,976.0,0.7411863771670226,1.0,0.3794902246293939,0.105962366493825,0.0,0.3077402973579309,0.3093948015767355,0.084730074761173,0.0,0.2483852142289051,OOS,567,09:27:00,567,1.0193718832625598
2026-04-27,L3,09:20:00,669.12003891702,512.0,557.0,0.7651840779252091,0.0,0.3421099632204363,0.2633458101551547,0.0,0.0787641530652815,0.2056630750199473,0.2240966874497386,0.0,-0.0184336124297913,OOS,560,09:20:00,560,1.461218444635134
2026-04-28,L3,09:33:00,664.53717806778,486.0,547.0,0.731336057695225,0.0,0.5581639241034073,-0.0282959445008582,0.0435618588529211,0.352024828171695,0.4562383272026802,-0.0606148019348945,0.0853456822186692,0.3128147226304228,OOS,573,09:33:00,573,0.820849146561396
2026-04-29,L3,11:45:00,666.581256347039,483.0,595.0,0.7245928315580149,0.0,0.3153603362000585,0.000481960216477,0.0361130623219358,0.0586619080963283,0.1899379797913425,-0.0011965719798773,0.0526764451605132,0.0827794949166697,OOS,705,11:45:00,705,0.8366336889513695
2026-05-04,L3,09:55:00,667.1334093906601,479.0,907.0,0.7179973199625911,1.0,0.1307304830539831,0.0038557397997537,0.120673521871312,0.1884418852725427,0.0986304486317422,0.0132953546958456,0.0603785347814919,0.1164358841695622,OOS,595,09:55:00,595,0.9978744642444902
2026-05-06,L3,13:15:00,652.7418612018781,478.0,517.0,0.7322956108864689,0.0,0.0247725602809127,0.0544340290862284,0.2832679880544004,0.2682912234676873,-0.2343705792453473,0.0358227692843857,0.4065669845292972,0.1320329721894854,OOS,795,13:15:00,795,1.329100090253002
2026-05-08,L3,11:31:00,661.7501403489298,488.0,488.0,0.7374384533453756,0.0,0.0422064261027449,0.0630122767594617,0.2551760611247488,0.2973824872274937,-0.0874093183347302,0.051768628310777,0.2888752908200857,0.2014659724853554,OOS,691,11:31:00,691,1.0645087727259106
2026-05-12,L3,10:53:00,654.4122464080808,489.0,643.0,0.7472354050279608,1.0,-0.0491998225179713,0.1305297641155069,0.1683862113452743,0.0777610985006016,0.0042155196988087,0.1121154742541084,0.1052223668070843,0.095483083089911,OOS,653,10:53:00,653,1.017826899036301
2026-05-13,L3,09:49:00,664.0872705596922,511.0,620.0,0.7694771796624404,0.0,0.2547571606881027,0.035389696928451,0.0,0.1407519670520512,0.158414760426017,0.031770201651366,0.0,0.087615314008401,OOS,589,09:49:00,589,1.166168013176292
2026-05-18,L3,10:14:00,744.7930664905442,542.0,821.0,0.7277189119843681,1.0,0.0242504162101211,0.0522929098830961,0.0286706164564483,-0.1795090562653576,0.0286826274322683,0.054149746198444,0.0129821097371431,-0.2718944056817206,OOS,614,10:14:00,614,1.0092328737242178
2026-05-21,L3,09:33:00,730.9804171319126,521.0,709.0,0.7127413919571259,0.0,0.048785073354313,0.091717583965824,0.0,0.0429710159837795,0.0991376436760414,0.0867956577045676,0.0024162125375882,0.0676392274526197,OOS,573,09:33:00,573,0.9513064670319323
2026-05-22,L3,12:06:00,728.8870440717305,530.0,712.0,0.7271359867220278,0.0,0.2266446084630334,0.091214714319492,0.0,0.0134090643238564,0.2780353637581593,0.0695145144700089,0.0,0.0664257118839819,OOS,726,12:06:00,726,0.8720885240888017
2026-05-25,L3,09:03:00,727.2787541601372,551.0,1046.0,0.7576187216362394,1.0,0.0977552662287016,,,0.21595125036872,0.0750388044314136,,,0.1725224736877138,OOS,543,09:03:00,543,1.292368173264113
2026-05-27,L3,09:06:00,748.4300005709966,562.0,886.0,0.7509052277049766,1.0,0.0405688669263282,-0.0580709096661393,,0.0313326872988102,0.0811081498039146,-0.0077758838447465,,0.1805523206693486,OOS,546,09:06:00,546,1.1357366394726927
2026-05-28,L3,11:47:00,768.8652386118541,587.0,648.0,0.763462789733865,0.0,-0.2925153237935596,0.0901035935217737,0.574669483335639,0.2821541595420794,-0.2981319886980481,0.1219946456161624,0.5378078024468027,0.1992784335014504,OOS,707,11:47:00,707,1.3938798154322112
2026-05-29,L3,11:48:00,875.6399777916776,635.0,816.0,0.7251838839079046,0.0,-0.0135494533426005,0.0433007621691486,0.0356249975987492,-0.1248097878740903,-0.0207126155848777,0.0327182463242341,0.0187056383058985,-0.1170720014749768,OOS,708,11:48:00,708,0.8927604858045771
2026-06-01,L3,09:31:00,869.9599799067558,625.0,1060.0,0.7184238521718997,1.0,0.3437544746310836,-0.0142768323017866,0.0508277155436672,0.2364869372498873,0.3654724477857367,0.009779650730361,0.0360692631900001,0.2310571333554024,OOS,571,09:31:00,571,1.1473402409308397
2026-06-02,L3,12:56:00,888.0590294394458,651.0,832.0,0.7330593782835805,0.0,-0.0620896249236857,0.0072759946729767,0.072390826061982,-0.0384595020933571,-0.0548000707847352,0.0072371322592412,0.0,-0.0731390109454545,OOS,776,12:56:00,776,1.1002340969446787
2026-06-05,L3,09:35:00,808.3309451382312,603.0,1130.0,0.7459815854221468,1.0,-0.2876228855381725,0.0901955422836577,0.0,-0.4015404613544965,-0.363450759477258,0.1067944214203377,0.0,-0.4269592289081553,OOS,575,09:35:00,575,1.7264387282692013
2026-06-08,L3,09:00:00,838.9660932203044,627.0,1430.0,0.7473484388305974,1.0,0.2652686635748669,,,0.464067762974777,0.2268592584950018,,,0.4664504301139741,OOS,540,09:00:00,540,2.1351692116635914
2026-06-09,L3,09:40:00,895.2550367231325,642.0,1198.0,0.7171140889079919,1.0,0.0450741162290372,0.0611508176325602,0.0,-0.0411726353013959,0.069891030598448,0.0739063961112754,0.0,-0.0417892144058869,OOS,580,09:40:00,580,1.022788981761217
