date,side,ordinal,day_side_total,group,entry_min,entry,anchor,depth_frac,risk_pts,ema20,mfe_pts,mfe_L,mae_close_pts,mae_close_L,reach_L3,reach_L4,reach_L5,mae_before_L3,vwap_flip_before,dci_side,dci_regime
2025-02-26,long,1,1,A_1st_single,574,23224.0,23104.0,0.463,95,212.9,197.0,0.925,5.0,0.023,1,1,1,5.0,1,0.555,strong
2025-03-03,short,1,2,B_1st_multi,564,22681.0,22797.0,0.488,95,230.8,70.0,0.303,84.0,0.364,1,0,0,54.0,1,-0.086,mid
2025-03-03,long,1,2,B_1st_multi,620,22705.0,22611.0,0.619,76,230.8,60.0,0.26,94.0,0.407,0,0,0,,1,0.029,mid
2025-03-03,short,2,2,C_2nd+,689,22634.0,22754.0,0.384,95,230.8,6.0,0.026,131.0,0.568,0,0,0,,1,-0.086,mid
2025-03-03,long,2,2,C_2nd+,737,22737.0,22611.0,0.235,98,230.8,28.0,0.121,45.0,0.195,0,0,0,,1,0.029,mid
2025-03-04,short,1,1,A_1st_single,825,22588.0,22668.0,0.577,66,226.6,0.0,0.0,0.0,0.0,0,0,0,,0,0.351,weak
2025-03-06,short,1,1,A_1st_single,543,22869.0,23017.0,0.38,122,253.9,165.0,0.65,33.0,0.13,1,1,1,33.0,0,-0.151,mid
2025-03-07,long,1,1,A_1st_single,545,22606.0,22482.0,0.38,104,259.5,79.0,0.304,126.0,0.485,1,0,0,9.0,0,-0.325,weak
2025-03-07,short,1,1,A_1st_single,603,22540.0,22685.0,0.178,112,259.5,60.0,0.231,56.0,0.216,1,0,0,22.0,1,-0.341,strong
2025-03-10,long,1,1,A_1st_single,608,22425.0,22315.0,0.253,86,254.4,106.0,0.417,13.0,0.051,1,0,0,13.0,1,-0.295,weak
2025-03-11,short,1,1,A_1st_single,541,21832.0,21947.0,0.806,100,252.2,171.0,0.678,253.0,1.003,1,1,0,20.0,1,0.088,mid
2025-03-11,long,1,1,A_1st_single,569,21767.0,21661.0,0.622,86,252.2,318.0,1.261,36.0,0.143,1,1,1,36.0,1,0.239,strong
2025-03-12,long,1,1,A_1st_single,594,22211.0,22044.0,0.277,133,268.6,134.0,0.499,101.0,0.376,1,1,0,14.0,1,0.372,strong
2025-03-12,short,1,1,A_1st_single,733,22211.0,22345.0,0.247,104,268.6,101.0,0.376,29.0,0.108,1,0,0,24.0,1,0.326,weak
2025-03-13,short,1,1,A_1st_single,577,22332.0,22475.0,0.274,112,271.7,415.0,1.528,50.0,0.184,1,1,1,50.0,1,-0.612,strong
2025-03-14,long,1,2,B_1st_multi,563,22028.0,21879.0,0.404,123,298.9,12.0,0.04,154.0,0.515,0,0,0,,1,-0.172,weak
2025-03-14,short,1,1,A_1st_single,619,21894.0,22042.0,0.377,120,298.9,13.0,0.043,146.0,0.488,0,0,0,,1,-0.071,mid
2025-03-14,long,2,2,C_2nd+,703,22030.0,21874.0,0.121,119,298.9,1.0,0.003,92.0,0.308,0,0,0,,1,-0.172,weak
2025-03-17,long,1,1,A_1st_single,592,22306.0,22132.0,0.239,139,294.9,6.0,0.02,195.0,0.661,0,0,0,,1,-0.08,mid
2025-03-17,short,1,1,A_1st_single,618,22186.0,22312.0,0.314,98,294.9,75.0,0.254,94.0,0.319,0,0,0,,1,-0.05,mid
2025-03-18,short,1,1,A_1st_single,601,22235.0,22385.0,0.169,115,286.0,44.0,0.154,40.0,0.14,0,0,0,,1,0.339,weak
2025-03-19,short,1,1,A_1st_single,620,22132.0,22262.0,0.123,100,277.2,155.0,0.559,3.0,0.011,1,1,0,3.0,1,-0.582,strong
2025-03-20,long,1,1,A_1st_single,568,22283.0,22202.0,0.586,64,278.0,134.0,0.482,63.0,0.227,1,0,0,63.0,1,0.535,strong
2025-03-21,short,1,1,A_1st_single,588,22262.0,22377.0,0.252,90,272.0,89.0,0.327,37.0,0.136,1,0,0,37.0,1,-0.191,mid
2025-03-24,short,1,1,A_1st_single,572,22265.0,22399.0,0.25,106,265.5,141.0,0.531,28.0,0.105,1,1,0,28.0,1,-0.478,strong
2025-03-25,short,1,1,A_1st_single,606,22290.0,22443.0,0.242,121,266.4,88.0,0.33,23.0,0.086,1,0,0,16.0,1,-0.279,strong
2025-03-26,short,1,1,A_1st_single,614,22296.0,22429.0,0.137,102,264.0,46.0,0.174,50.0,0.189,0,0,0,,1,0.105,weak
2025-03-27,short,1,1,A_1st_single,556,21962.0,22052.0,0.582,75,255.9,71.0,0.277,57.0,0.223,0,0,0,,1,-0.212,strong
2025-03-28,short,1,1,A_1st_single,560,21735.0,21795.0,0.864,56,246.9,250.0,1.013,19.0,0.077,1,1,1,19.0,1,-0.651,strong
2025-03-31,long,1,2,B_1st_multi,533,20947.0,20856.0,0.652,80,252.9,118.0,0.467,223.0,0.882,1,0,0,54.0,1,-0.645,weak
2025-03-31,short,1,2,B_1st_multi,551,20952.0,21054.0,0.358,82,252.9,228.0,0.902,113.0,0.447,1,1,1,113.0,1,-0.705,strong
2025-03-31,short,2,2,C_2nd+,583,20929.0,21065.0,0.35,110,252.9,205.0,0.811,68.0,0.269,1,1,1,68.0,1,-0.705,strong
2025-03-31,long,2,2,C_2nd+,689,20834.0,20724.0,0.366,89,252.9,27.0,0.107,98.0,0.388,0,0,0,,1,-0.645,weak
2025-04-01,long,1,1,A_1st_single,555,20986.0,20888.0,0.477,81,261.3,285.0,1.091,3.0,0.011,1,1,1,3.0,1,0.525,strong
2025-04-02,short,1,1,A_1st_single,620,21226.0,21360.0,0.413,105,272.9,24.0,0.088,88.0,0.323,0,0,0,,1,0.035,mid
2025-04-08,short,1,5,B_1st_multi,530,18537.0,18639.0,0.524,85,238.2,533.0,2.238,217.0,0.911,1,1,1,1.0,1,0.044,mid
2025-04-08,long,1,2,B_1st_multi,543,18495.0,18375.0,0.769,105,238.2,259.0,1.087,491.0,2.061,1,1,1,11.0,1,0.222,strong
2025-04-08,short,2,5,C_2nd+,615,18447.0,18537.0,0.853,82,238.2,443.0,1.86,5.0,0.021,1,1,1,5.0,1,0.044,mid
2025-04-08,short,3,5,C_2nd+,716,18068.0,18195.0,0.482,106,238.2,12.0,0.05,287.0,1.205,0,0,0,,1,0.044,mid
2025-04-08,long,2,2,C_2nd+,744,18090.0,18054.0,0.836,29,238.2,265.0,1.113,30.0,0.126,1,1,1,30.0,1,0.222,strong
2025-04-08,short,4,5,C_2nd+,757,18107.0,18180.0,0.591,60,238.2,4.0,0.017,248.0,1.041,0,0,0,,1,0.044,mid
2025-04-08,short,5,5,C_2nd+,798,18211.0,18355.0,0.363,113,238.2,69.0,0.29,93.0,0.39,1,0,0,93.0,1,0.044,mid
2025-04-09,long,1,3,B_1st_multi,606,18042.0,17957.0,0.82,72,286.9,98.0,0.342,903.0,3.147,0,0,0,,1,-0.82,weak
2025-04-09,short,1,4,B_1st_multi,634,18021.0,18140.0,0.477,99,286.9,882.0,3.074,62.0,0.216,1,1,1,62.0,1,-0.838,strong
2025-04-09,long,2,3,C_2nd+,690,17578.0,17431.0,0.968,141,286.9,67.0,0.234,439.0,1.53,1,0,0,7.0,1,-0.82,weak
2025-04-09,short,2,4,C_2nd+,704,17492.0,17645.0,0.617,130,286.9,353.0,1.23,110.0,0.383,1,1,1,68.0,1,-0.838,strong
2025-04-09,short,3,4,C_2nd+,774,17383.0,17531.0,0.673,132,286.9,244.0,0.85,19.0,0.066,1,1,1,19.0,1,-0.838,strong
2025-04-09,long,3,3,C_2nd+,799,17305.0,17139.0,0.561,138,286.9,63.0,0.22,145.0,0.505,1,0,0,3.0,1,-0.82,weak
2025-04-09,short,4,4,C_2nd+,813,17257.0,17368.0,0.617,92,286.9,97.0,0.338,36.0,0.125,1,0,0,36.0,1,-0.838,strong
2025-04-11,long,1,2,B_1st_multi,534,18635.0,18554.0,0.971,78,333.7,931.0,2.79,194.0,0.581,1,1,1,194.0,0,0.632,strong
2025-04-11,short,1,2,B_1st_multi,612,19016.0,19110.0,0.693,80,333.7,11.0,0.033,550.0,1.648,0,0,0,,1,0.525,weak
2025-04-11,short,2,2,C_2nd+,668,19187.0,19318.0,0.675,112,333.7,34.0,0.102,379.0,1.136,0,0,0,,1,0.525,weak
2025-04-11,long,2,2,C_2nd+,686,19292.0,19131.0,0.229,128,333.7,274.0,0.821,72.0,0.216,1,1,1,72.0,1,0.632,strong
2025-04-14,long,1,1,A_1st_single,670,19671.0,19581.0,0.733,74,409.1,33.0,0.081,221.0,0.54,0,0,0,,1,-0.104,weak
2025-04-14,short,1,1,A_1st_single,733,19567.0,19796.0,0.162,179,409.1,117.0,0.286,48.0,0.117,1,0,0,48.0,1,-0.003,mid
2025-04-15,long,1,1,A_1st_single,622,19720.0,19517.0,0.277,156,420.8,113.0,0.269,26.0,0.062,1,0,0,26.0,1,0.68,strong
2025-04-16,short,1,1,A_1st_single,631,19428.0,19622.0,0.152,149,410.8,124.0,0.302,22.0,0.054,1,0,0,22.0,1,-0.424,strong
2025-04-17,short,1,1,A_1st_single,595,19139.0,19341.0,0.18,157,402.0,27.0,0.067,267.0,0.664,0,0,0,,1,-0.287,strong
2025-04-17,long,1,1,A_1st_single,648,19275.0,19112.0,0.32,125,402.0,131.0,0.326,27.0,0.067,1,0,0,27.0,1,-0.333,weak
2025-04-22,long,1,1,A_1st_single,572,18996.0,18843.0,0.286,120,365.5,39.0,0.107,223.0,0.61,0,0,0,,1,-0.313,weak
2025-04-22,short,1,1,A_1st_single,659,18858.0,19035.0,0.193,136,365.5,85.0,0.233,18.0,0.049,1,0,0,18.0,1,-0.335,strong
2025-04-23,long,1,1,A_1st_single,557,19392.0,19171.0,0.605,185,355.7,204.0,0.574,51.0,0.143,1,1,0,11.0,1,0.65,strong
2025-04-24,short,1,1,A_1st_single,664,19469.0,19682.0,0.272,166,362.3,56.0,0.155,46.0,0.127,1,0,0,46.0,1,-0.254,strong
2025-04-30,long,1,1,A_1st_single,622,20229.0,20065.0,0.229,126,307.8,39.0,0.127,140.0,0.455,0,0,0,,1,-0.067,mid
2025-04-30,short,1,1,A_1st_single,678,20112.0,20268.0,0.235,121,307.8,23.0,0.075,58.0,0.188,0,0,0,,1,-0.149,mid
2025-05-02,long,1,1,A_1st_single,648,20632.0,20469.0,0.223,127,297.8,78.0,0.262,16.0,0.054,1,0,0,16.0,1,0.387,strong
2025-05-05,long,1,1,A_1st_single,685,20378.0,20206.0,0.33,135,292.4,107.0,0.366,18.0,0.062,1,0,0,18.0,1,-0.425,weak
2025-05-06,long,1,1,A_1st_single,559,20296.0,20150.0,0.351,117,320.7,187.0,0.583,4.0,0.012,1,1,0,0.0,1,0.666,strong
2025-05-07,short,1,1,A_1st_single,563,20400.0,20560.0,0.213,125,321.9,135.0,0.419,40.0,0.124,1,0,0,30.0,1,-0.3,strong
2025-05-08,long,1,1,A_1st_single,561,20612.0,20452.0,0.428,127,319.3,83.0,0.26,114.0,0.357,1,0,0,114.0,1,0.267,strong
2025-05-08,short,1,1,A_1st_single,825,20575.0,20695.0,0.34,92,319.3,0.0,0.0,0.0,0.0,0,0,0,,1,0.329,weak
2025-05-09,long,1,1,A_1st_single,655,20732.0,20596.0,0.335,107,312.1,140.0,0.449,32.0,0.103,1,0,0,32.0,1,0.553,strong
2025-05-12,long,1,1,A_1st_single,610,21117.0,20978.0,0.215,108,308.6,15.0,0.049,115.0,0.373,0,0,0,,1,0.175,mid
2025-05-13,short,1,1,A_1st_single,630,21348.0,21520.0,0.363,140,294.1,60.0,0.204,26.0,0.088,1,0,0,14.0,1,-0.216,strong
2025-05-14,short,1,1,A_1st_single,671,21651.0,21730.0,0.58,62,288.2,5.0,0.017,136.0,0.472,0,0,0,,1,0.474,weak
2025-05-14,long,1,1,A_1st_single,732,21702.0,21579.0,0.251,96,288.2,85.0,0.295,1.0,0.003,1,0,0,1.0,1,0.475,strong
2025-05-16,long,1,1,A_1st_single,590,21810.0,21679.0,0.559,104,266.6,68.0,0.255,40.0,0.15,1,0,0,40.0,1,0.294,strong
2025-05-19,short,1,1,A_1st_single,604,21630.0,21748.0,0.278,94,260.2,131.0,0.504,92.0,0.354,1,0,0,92.0,1,-0.533,strong
2025-05-20,short,1,1,A_1st_single,570,21665.0,21772.0,0.295,84,259.1,160.0,0.618,12.0,0.046,1,1,0,12.0,1,-0.076,mid
2025-05-21,long,1,1,A_1st_single,559,21603.0,21472.0,0.209,102,259.8,144.0,0.554,71.0,0.273,1,1,0,71.0,1,0.577,strong
2025-05-22,short,1,1,A_1st_single,600,21422.0,21550.0,0.139,99,261.3,26.0,0.1,94.0,0.36,0,0,0,,1,-0.05,mid
2025-05-23,short,1,1,A_1st_single,566,21521.0,21640.0,0.192,93,251.1,149.0,0.593,13.0,0.052,1,1,0,13.0,1,-0.221,strong
2025-05-26,short,1,1,A_1st_single,547,21402.0,21569.0,0.39,134,252.7,45.0,0.178,84.0,0.332,1,0,0,84.0,1,-0.06,mid
2025-05-27,short,1,1,A_1st_single,548,21303.0,21438.0,0.429,109,248.8,170.0,0.683,66.0,0.265,1,1,1,66.0,1,-0.583,strong
2025-05-28,short,1,1,A_1st_single,580,21358.0,21512.0,0.261,121,254.2,208.0,0.818,27.0,0.106,1,1,1,27.0,1,-0.439,strong
2025-06-02,short,1,1,A_1st_single,567,20918.0,21049.0,0.289,103,271.7,128.0,0.471,22.0,0.081,1,0,0,6.0,1,-0.235,strong
2025-06-03,long,1,1,A_1st_single,573,21167.0,21012.0,0.245,123,270.5,54.0,0.2,212.0,0.784,1,0,0,0.0,0,0.195,mid
2025-06-04,long,1,1,A_1st_single,574,21434.0,21261.0,0.484,142,270.1,99.0,0.367,11.0,0.041,1,1,0,5.0,1,0.287,strong
2025-06-05,short,1,1,A_1st_single,629,21536.0,21677.0,0.134,109,270.3,24.0,0.089,46.0,0.17,0,0,0,,1,-0.017,mid
2025-06-09,long,1,1,A_1st_single,549,21727.0,21658.0,0.612,55,246.6,13.0,0.053,101.0,0.41,0,0,0,,0,0.054,mid
2025-06-09,short,1,1,A_1st_single,573,21647.0,21788.0,0.245,111,246.6,21.0,0.085,90.0,0.365,0,0,0,,1,0.002,mid
2025-06-10,short,1,1,A_1st_single,811,22106.0,22236.0,0.388,108,238.5,65.0,0.272,19.0,0.08,1,0,0,0.0,1,0.443,weak
2025-06-11,short,1,1,A_1st_single,628,22210.0,22333.0,0.255,96,252.6,20.0,0.079,145.0,0.574,0,0,0,,1,0.28,weak
2025-06-11,long,1,1,A_1st_single,685,22322.0,22190.0,0.143,102,252.6,33.0,0.131,32.0,0.127,0,0,0,,1,0.325,strong
2025-06-13,short,1,2,B_1st_multi,541,21972.0,22048.0,0.841,67,231.9,79.0,0.341,167.0,0.72,0,0,0,,1,-0.014,mid
2025-06-13,long,1,1,A_1st_single,686,22054.0,21936.0,0.191,92,231.9,17.0,0.073,120.0,0.517,0,0,0,,1,0.15,mid
2025-06-13,short,2,2,C_2nd+,802,21959.0,22071.0,0.191,87,231.9,25.0,0.108,16.0,0.069,0,0,0,,1,-0.014,mid
2025-06-16,long,1,1,A_1st_single,719,21977.0,21868.0,0.164,84,233.3,65.0,0.279,20.0,0.086,1,0,0,20.0,1,0.134,mid
2025-06-17,long,1,1,A_1st_single,563,22155.0,22130.0,1.0,21,229.4,89.0,0.388,94.0,0.41,0,0,0,,0,-0.122,weak
2025-06-17,short,1,1,A_1st_single,575,22168.0,22260.0,0.43,73,229.4,107.0,0.466,76.0,0.331,1,0,0,76.0,1,-0.088,mid
2025-06-18,short,1,1,A_1st_single,765,21869.0,21962.0,0.275,72,226.5,7.0,0.031,67.0,0.296,0,0,0,,1,0.325,weak
2025-06-19,short,1,1,A_1st_single,574,21733.0,21857.0,0.236,98,230.5,58.0,0.252,22.0,0.095,1,0,0,17.0,1,-0.555,strong
2025-06-20,short,1,1,A_1st_single,560,21628.0,21743.0,0.428,92,225.9,158.0,0.7,36.0,0.159,1,1,0,13.0,1,-0.437,strong
2025-06-20,long,1,1,A_1st_single,705,21608.0,21470.0,0.419,112,225.9,56.0,0.248,12.0,0.053,1,0,0,0.0,1,-0.429,weak
2025-06-23,short,1,1,A_1st_single,563,21284.0,21396.0,0.437,90,230.4,79.0,0.343,200.0,0.868,1,0,0,2.0,1,0.133,weak
2025-06-23,long,1,1,A_1st_single,595,21326.0,21205.0,0.341,96,230.4,158.0,0.686,24.0,0.104,1,1,0,24.0,1,0.265,strong
2025-06-24,long,1,2,B_1st_multi,551,21910.0,21764.0,0.334,115,235.0,56.0,0.238,100.0,0.426,1,0,0,41.0,1,0.547,strong
2025-06-24,short,1,1,A_1st_single,623,21817.0,21955.0,0.197,108,235.0,2.0,0.009,149.0,0.634,0,0,0,,1,0.577,weak
2025-06-24,long,2,2,C_2nd+,703,21936.0,21810.0,0.205,97,235.0,30.0,0.128,84.0,0.357,0,0,0,,1,0.547,strong
2025-06-25,short,1,1,A_1st_single,564,22048.0,22149.0,0.304,80,231.8,31.0,0.134,120.0,0.518,0,0,0,,1,0.219,weak
2025-06-25,long,1,1,A_1st_single,704,22123.0,22017.0,0.165,82,231.8,45.0,0.194,48.0,0.207,0,0,0,,1,0.253,strong
2025-06-26,long,1,1,A_1st_single,625,22208.0,22139.0,0.7,58,224.1,13.0,0.058,130.0,0.58,0,0,0,,1,-0.021,mid
2025-06-26,short,1,1,A_1st_single,653,22175.0,22263.0,0.287,68,224.1,97.0,0.433,1.0,0.004,1,0,0,1.0,1,0.028,mid
2025-06-27,short,1,1,A_1st_single,554,22123.0,22221.0,0.411,80,220.4,134.0,0.608,23.0,0.104,1,1,0,23.0,1,0.155,weak
2025-06-27,long,1,1,A_1st_single,762,22094.0,21989.0,0.173,82,220.4,34.0,0.154,41.0,0.186,0,0,0,,1,0.18,mid
2025-06-30,short,1,1,A_1st_single,549,22128.0,22254.0,0.454,103,221.5,45.0,0.203,58.0,0.262,1,0,0,24.0,1,-0.322,strong
2025-07-02,long,1,1,A_1st_single,633,22312.0,22208.0,0.283,83,234.4,89.0,0.38,0.0,0.0,1,0,0,0.0,1,0.426,strong
2025-07-03,long,1,1,A_1st_single,570,22687.0,22547.0,0.323,112,230.4,29.0,0.126,57.0,0.247,1,0,0,57.0,1,0.044,mid
2025-07-07,long,1,1,A_1st_single,533,22473.0,22345.0,0.497,102,234.7,8.0,0.034,229.0,0.976,0,0,0,,1,-0.265,weak
2025-07-07,short,1,1,A_1st_single,639,22318.0,22424.0,0.369,84,234.7,47.0,0.2,41.0,0.175,0,0,0,,1,-0.305,strong
2025-07-08,short,1,1,A_1st_single,789,22220.0,22315.0,0.305,73,237.3,6.0,0.025,56.0,0.236,0,0,0,,1,-0.086,mid
2025-07-09,long,1,1,A_1st_single,551,22281.0,22146.0,0.295,109,239.1,192.0,0.803,64.0,0.268,1,1,1,64.0,1,0.414,strong
2025-07-10,long,1,1,A_1st_single,573,22548.0,22410.0,0.529,117,247.5,99.0,0.4,52.0,0.21,1,0,0,52.0,1,0.436,strong
2025-07-11,long,1,1,A_1st_single,553,22592.0,22488.0,0.229,80,246.5,182.0,0.738,27.0,0.11,1,1,0,27.0,1,0.268,strong
2025-07-14,short,1,1,A_1st_single,562,22592.0,22695.0,0.442,80,250.2,72.0,0.288,46.0,0.184,0,0,0,,1,-0.283,strong
2025-07-15,long,1,2,B_1st_multi,578,22636.0,22512.0,0.182,96,243.1,246.0,1.012,4.0,0.016,1,1,1,4.0,1,0.554,strong
2025-07-15,short,1,1,A_1st_single,625,22771.0,22882.0,0.315,88,243.1,58.0,0.239,87.0,0.358,0,0,0,,1,0.49,weak
2025-07-15,long,2,2,C_2nd+,794,22852.0,22713.0,0.124,106,243.1,3.0,0.012,59.0,0.243,0,0,0,,1,0.554,strong
2025-07-16,long,1,1,A_1st_single,560,22834.0,22701.0,0.323,106,255.2,164.0,0.643,21.0,0.082,1,1,0,21.0,0,0.357,strong
2025-07-17,short,1,1,A_1st_single,586,22920.0,23029.0,0.683,90,259.1,5.0,0.019,230.0,0.888,0,0,0,,1,0.201,weak
2025-07-17,long,1,1,A_1st_single,707,22992.0,22866.0,0.101,96,259.1,158.0,0.61,40.0,0.154,1,1,0,40.0,1,0.134,mid
2025-07-18,short,1,1,A_1st_single,584,23286.0,23399.0,0.323,89,261.5,56.0,0.214,34.0,0.13,0,0,0,,1,-0.013,mid
2025-07-21,short,1,1,A_1st_single,560,23224.0,23301.0,0.581,63,252.7,35.0,0.139,56.0,0.222,0,0,0,,1,-0.017,mid
2025-07-23,long,1,1,A_1st_single,546,23131.0,23000.0,0.443,107,258.8,127.0,0.491,56.0,0.216,1,1,0,0.0,1,0.354,strong
2025-07-24,short,1,1,A_1st_single,545,23303.0,23408.0,0.583,85,258.7,74.0,0.286,29.0,0.112,0,0,0,,0,0.101,weak
2025-07-28,long,1,1,A_1st_single,587,23364.0,23265.0,0.379,78,238.8,94.0,0.394,36.0,0.151,1,0,0,36.0,1,-0.004,mid
2025-07-29,short,1,1,A_1st_single,629,23112.0,23215.0,0.34,83,236.8,68.0,0.287,89.0,0.376,1,0,0,5.0,1,-0.386,strong
2025-07-29,long,1,1,A_1st_single,649,23137.0,23044.0,0.348,74,236.8,64.0,0.27,32.0,0.135,0,0,0,,1,-0.377,weak
2025-07-30,long,1,1,A_1st_single,547,23310.0,23203.0,0.516,87,245.8,111.0,0.451,112.0,0.456,1,0,0,112.0,0,0.326,strong
2025-07-30,short,1,1,A_1st_single,563,23236.0,23346.0,0.36,88,245.8,38.0,0.155,185.0,0.752,0,0,0,,1,0.307,weak
2025-07-31,short,1,1,A_1st_single,540,23406.0,23511.0,0.735,90,243.7,51.0,0.209,215.0,0.882,0,0,0,,1,0.032,mid
2025-07-31,long,1,1,A_1st_single,576,23440.0,23355.0,0.751,76,243.7,181.0,0.743,26.0,0.107,1,1,0,26.0,1,0.117,mid
2025-08-01,long,1,1,A_1st_single,535,23150.0,23048.0,0.745,90,245.8,292.0,1.188,33.0,0.134,1,1,1,33.0,1,0.629,strong
2025-08-01,short,1,1,A_1st_single,724,23316.0,23442.0,0.188,100,245.8,0.0,0.0,77.0,0.313,0,0,0,,1,0.565,weak
2025-08-04,long,1,1,A_1st_single,570,23158.0,23032.0,0.201,99,259.9,142.0,0.546,21.0,0.081,1,1,0,21.0,1,0.358,strong
2025-08-05,long,1,1,A_1st_single,630,23521.0,23421.0,0.448,80,260.7,63.0,0.242,1.0,0.004,0,0,0,,1,0.422,strong
2025-08-08,short,1,1,A_1st_single,565,23972.0,24095.0,0.231,96,252.8,25.0,0.099,60.0,0.237,0,0,0,,0,0.014,mid
2025-08-11,short,1,1,A_1st_single,548,23874.0,23985.0,0.572,90,242.8,16.0,0.066,349.0,1.438,0,0,0,,0,0.327,weak
2025-08-11,long,1,1,A_1st_single,582,23971.0,23833.0,0.431,110,242.8,252.0,1.038,22.0,0.091,1,1,1,22.0,1,0.442,strong
2025-08-12,long,1,1,A_1st_single,762,24228.0,24088.0,0.165,107,256.8,5.0,0.019,102.0,0.397,0,0,0,,1,0.109,mid
2025-08-13,long,1,2,B_1st_multi,621,24393.0,24243.0,0.228,116,246.9,19.0,0.077,239.0,0.968,0,0,0,,1,0.123,mid
2025-08-13,long,2,2,C_2nd+,749,24268.0,24154.0,0.179,88,246.9,80.0,0.324,0.0,0.0,1,0,0,0.0,1,0.123,mid
2025-08-14,short,1,1,A_1st_single,620,24239.0,24362.0,0.398,96,248.0,0.0,0.0,90.0,0.363,0,0,0,,1,0.243,weak
2025-08-15,short,1,1,A_1st_single,562,24243.0,24355.0,0.682,90,239.1,24.0,0.1,142.0,0.594,0,0,0,,1,0.054,mid
2025-08-15,long,1,1,A_1st_single,641,24323.0,24188.0,0.135,103,239.1,62.0,0.259,62.0,0.259,1,0,0,42.0,1,0.048,mid
2025-08-19,short,1,1,A_1st_single,563,24353.0,24447.0,0.47,74,240.0,35.0,0.146,80.0,0.333,0,0,0,,1,-0.328,strong
2025-08-19,long,1,1,A_1st_single,573,24427.0,24313.0,0.21,90,240.0,3.0,0.013,109.0,0.454,0,0,0,,1,-0.323,weak
2025-08-20,short,1,1,A_1st_single,545,24049.0,24140.0,0.578,75,229.9,436.0,1.897,3.0,0.013,1,1,1,3.0,1,-0.745,strong
2025-08-21,long,1,1,A_1st_single,562,23846.0,23691.0,0.351,126,258.2,97.0,0.376,33.0,0.128,1,0,0,12.0,1,0.285,strong
2025-08-21,short,1,1,A_1st_single,692,23850.0,23943.0,0.366,72,258.2,17.0,0.066,55.0,0.213,0,0,0,,1,0.333,weak
2025-08-22,short,1,1,A_1st_single,547,23824.0,23982.0,0.437,132,257.6,92.0,0.357,53.0,0.206,1,0,0,0.0,1,-0.503,strong
2025-08-26,long,1,1,A_1st_single,738,24234.0,24090.0,0.354,114,255.6,47.0,0.184,17.0,0.067,1,0,0,17.0,1,0.004,mid
2025-08-27,long,1,1,A_1st_single,599,24453.0,24331.0,0.145,95,249.5,43.0,0.172,47.0,0.188,0,0,0,,1,0.103,mid
2025-08-29,short,1,1,A_1st_single,598,24337.0,24453.0,0.572,92,239.1,91.0,0.381,23.0,0.096,1,0,0,13.0,1,-0.251,strong
2025-09-01,long,1,1,A_1st_single,549,24139.0,24069.0,0.75,61,236.0,106.0,0.449,292.0,1.237,1,0,0,3.0,1,-0.189,weak
2025-09-01,short,1,1,A_1st_single,601,24165.0,24245.0,0.58,65,236.0,318.0,1.347,9.0,0.038,1,1,1,9.0,1,-0.263,strong
2025-09-02,long,1,2,B_1st_multi,555,24190.0,24077.0,0.696,92,251.5,17.0,0.068,311.0,1.237,0,0,0,,1,-0.169,weak
2025-09-02,short,1,1,A_1st_single,579,24149.0,24249.0,0.6,79,251.5,270.0,1.074,13.0,0.052,1,1,1,13.0,1,-0.196,mid
2025-09-02,long,2,2,C_2nd+,705,24012.0,23879.0,0.144,104,251.5,51.0,0.203,56.0,0.223,1,0,0,19.0,1,-0.169,weak
2025-09-03,long,1,1,A_1st_single,558,23946.0,23888.0,0.904,54,262.8,137.0,0.521,20.0,0.076,1,0,0,20.0,1,0.213,strong
2025-09-04,short,1,2,B_1st_multi,561,24243.0,24322.0,0.589,66,256.3,130.0,0.507,122.0,0.476,1,0,0,122.0,1,-0.018,mid
2025-09-04,long,1,1,A_1st_single,607,24340.0,24194.0,0.165,114,256.3,25.0,0.098,227.0,0.886,0,0,0,,1,-0.048,mid
2025-09-04,short,2,2,C_2nd+,663,24199.0,24365.0,0.33,133,256.3,86.0,0.336,24.0,0.094,1,1,0,24.0,1,-0.018,mid
2025-09-05,long,1,1,A_1st_single,646,24407.0,24286.0,0.259,95,255.9,22.0,0.086,43.0,0.168,0,0,0,,1,0.171,mid
2025-09-08,short,1,1,A_1st_single,612,24580.0,24674.0,0.591,77,245.1,62.0,0.253,45.0,0.184,0,0,0,,1,-0.091,mid
2025-09-09,short,1,1,A_1st_single,664,24752.0,24838.0,0.553,68,236.7,2.0,0.008,73.0,0.308,0,0,0,,1,0.207,weak
2025-09-09,long,1,1,A_1st_single,716,24808.0,24700.0,0.136,82,236.7,17.0,0.072,43.0,0.182,0,0,0,,1,0.306,strong
2025-09-10,long,1,1,A_1st_single,578,25074.0,24961.0,0.566,94,231.1,170.0,0.736,22.0,0.095,1,1,0,22.0,1,0.19,mid
2025-09-11,long,1,1,A_1st_single,633,25423.0,25312.0,0.23,86,236.0,41.0,0.174,247.0,1.047,0,0,0,,1,-0.341,weak
2025-09-15,short,1,1,A_1st_single,607,25336.0,25450.0,0.474,90,229.1,67.0,0.292,72.0,0.314,1,0,0,24.0,1,-0.423,strong
2025-09-15,long,1,1,A_1st_single,718,25381.0,25269.0,0.29,86,229.1,8.0,0.035,53.0,0.231,0,0,0,,1,-0.447,weak
