date,side,ordinal,is_2nd,entry_min,prior_swing_L,prior_run_open_L,ext_lvl,mfe_L,reach_L3,reach_L4,reach_L5
2021-05-04,long,1,0,577,0.589,0.196,>=L2,0.041,0,0,0
2021-05-04,short,2,1,589,1.323,1.126,>=L3,2.284,1,1,1
2021-05-04,short,3,1,731,3.312,3.115,>=L3,0.346,1,0,0
2021-05-04,long,2,1,785,1.679,0.196,>=L3,0.036,0,0,0
2021-05-05,long,1,0,546,0.584,0.559,>=L2,0.415,1,0,0
2021-05-06,long,1,0,571,0.678,0.674,>=L2,0.155,1,0,0
2021-05-06,short,1,0,656,0.586,0.004,>=L2,1.076,1,1,1
2021-05-06,long,2,1,718,0.829,0.825,>=L3,0.544,1,1,0
2021-05-07,long,1,0,590,0.511,0.273,>=L2,0.44,1,0,0
2021-05-10,short,1,0,549,0.536,0.52,>=L2,0.368,1,0,0
2021-05-11,long,1,0,632,0.535,0.008,>=L2,0.359,1,0,0
2021-05-11,short,1,0,710,1.275,1.266,>=L3,1.152,1,1,1
2021-05-11,long,2,1,800,0.776,0.008,>=L3,0.065,0,0,0
2021-05-12,short,1,0,547,0.618,0.571,>=L2,4.993,1,1,1
2021-05-12,long,1,0,562,0.644,0.048,>=L2,0.497,1,1,0
2021-05-12,short,2,1,596,1.075,1.028,>=L3,4.923,1,1,1
2021-05-12,long,2,1,630,1.13,0.102,>=L3,0.077,0,0,0
2021-05-12,short,3,1,671,3.402,3.299,>=L3,2.579,1,1,1
2021-05-12,long,3,1,706,2.279,0.102,>=L3,1.258,1,1,1
2021-05-12,long,4,1,737,2.641,0.102,>=L3,1.211,1,1,1
2021-05-12,short,4,1,819,5.501,5.399,>=L3,0.366,1,0,0
2021-05-13,long,1,0,556,0.589,0.323,>=L2,1.15,1,1,1
2021-05-13,short,1,0,595,0.809,0.486,>=L3,0.43,1,0,0
2021-05-13,long,2,1,622,1.454,0.968,>=L3,0.614,1,1,0
2021-05-13,short,2,1,707,0.83,0.486,>=L3,0.681,1,1,0
2021-05-14,long,1,0,573,0.603,0.533,>=L2,0.017,0,0,0
2021-05-14,short,1,0,581,0.528,0.07,>=L2,0.398,1,0,0
2021-05-14,long,2,1,693,0.603,0.533,>=L2,0.113,0,0,0
2021-05-14,short,2,1,781,0.888,0.355,>=L3,0.031,0,0,0
2021-05-17,short,1,0,533,0.544,0.212,>=L2,0.607,1,0,0
2021-05-17,long,1,0,768,1.558,1.346,>=L3,0.171,0,0,0
2021-05-19,short,1,0,579,0.538,0.283,>=L2,0.136,0,0,0
2021-05-19,long,1,0,723,0.591,0.277,>=L2,0.004,0,0,0
2021-05-20,short,1,0,637,0.541,0.461,>=L2,0.08,0,0,0
2021-05-21,short,1,0,588,0.528,0.045,>=L2,0.354,1,0,0
2021-05-24,long,1,0,669,0.546,0.521,>=L2,0.205,1,0,0
2021-05-27,long,1,0,530,1.037,0.006,>=L3,0.337,1,0,0
2021-05-28,long,1,0,677,0.514,0.355,>=L2,0.137,0,0,0
2021-05-31,long,1,0,619,0.559,0.539,>=L2,0.06,0,0,0
2021-05-31,short,1,0,769,0.597,0.02,>=L2,0.026,0,0,0
2021-06-02,short,1,0,726,0.575,0.49,>=L2,0.06,0,0,0
2021-06-03,short,1,0,681,0.547,0.349,>=L2,0.01,0,0,0
2021-06-07,short,1,0,553,0.613,0.551,>=L2,1.328,1,1,1
2021-06-07,long,1,0,606,0.602,0.062,>=L2,0.958,1,1,1
2021-06-08,short,1,0,645,0.554,0.527,>=L2,0.087,0,0,0
2021-06-09,short,1,0,727,0.567,0.301,>=L2,0.123,0,0,0
2021-06-10,long,1,0,580,0.558,0.402,>=L2,0.17,0,0,0
2021-06-10,short,1,0,656,0.526,0.156,>=L2,0.076,0,0,0
2021-06-10,long,2,1,797,0.649,0.493,>=L2,0.065,0,0,0
2021-06-17,long,1,0,641,0.599,0.476,>=L2,0.46,1,1,0
2021-06-21,long,1,0,550,0.571,0.421,>=L2,0.021,0,0,0
2021-06-22,short,1,0,599,0.617,0.513,>=L2,0.232,1,0,0
2021-06-23,long,1,0,582,0.65,0.477,>=L2,0.506,1,1,0
2021-06-24,long,1,0,599,0.506,0.351,>=L2,0.109,0,0,0
2021-06-25,long,1,0,596,0.567,0.488,>=L2,0.07,0,0,0
2021-06-25,short,1,0,773,0.567,0.078,>=L2,0.445,1,0,0
2021-06-28,long,1,0,641,0.564,0.182,>=L2,0.164,1,0,0
2021-06-29,short,1,0,582,0.525,0.397,>=L2,0.365,1,0,0
2021-06-29,long,1,0,781,0.561,0.128,>=L2,0.014,0,0,0
2021-06-30,long,1,0,580,0.568,0.443,>=L2,0.317,1,0,0
2021-07-01,long,1,0,628,0.506,0.397,>=L2,0.085,0,0,0
2021-07-01,short,1,0,671,0.586,0.132,>=L2,0.581,1,1,0
2021-07-01,long,2,1,766,0.562,0.454,>=L2,0.005,0,0,0
2021-07-02,long,1,0,648,0.57,0.334,>=L2,0.127,0,0,0
2021-07-02,short,1,0,752,0.64,0.297,>=L2,0.005,0,0,0
2021-07-05,long,1,0,563,0.575,0.512,>=L2,0.297,1,0,0
2021-07-06,short,1,0,606,0.573,0.484,>=L2,0.133,0,0,0
2021-07-07,long,1,0,587,0.535,0.273,>=L2,0.196,0,0,0
2021-07-07,long,2,1,824,0.7,0.438,>=L2,0.0,0,0,0
2021-07-08,long,1,0,669,0.541,0.108,>=L2,0.273,1,0,0
2021-07-09,short,1,0,587,0.642,0.447,>=L2,0.344,1,0,0
2021-07-09,short,2,1,742,0.893,0.698,>=L3,0.036,0,0,0
2021-07-09,long,1,0,808,0.744,0.195,>=L3,0.123,0,0,0
2021-07-12,long,1,0,550,0.513,0.446,>=L2,0.182,0,0,0
2021-07-12,short,1,0,599,0.519,0.067,>=L2,0.56,1,1,0
2021-07-12,long,2,1,800,0.648,0.581,>=L2,0.01,0,0,0
2021-07-13,long,1,0,612,0.504,0.353,>=L2,0.083,0,0,0
2021-07-13,short,1,0,707,0.67,0.296,>=L2,0.488,1,1,0
2021-07-14,short,1,0,578,0.511,0.108,>=L2,0.696,1,0,0
2021-07-14,long,1,0,649,0.542,0.402,>=L2,0.181,0,0,0
2021-07-15,long,1,0,700,0.604,0.338,>=L2,0.343,1,0,0
2021-07-16,long,1,0,578,0.498,0.215,>=L2,0.44,1,0,0
2021-07-19,short,1,0,581,0.507,0.197,>=L2,0.235,0,0,0
2021-07-19,long,1,0,628,0.501,0.309,>=L2,0.469,1,0,0
2021-07-21,short,1,0,592,0.562,0.462,>=L2,1.055,1,1,1
2021-07-22,long,1,0,570,0.503,0.334,>=L2,0.14,0,0,0
2021-07-22,short,1,0,653,0.608,0.189,>=L2,0.404,1,0,0
2021-07-23,short,1,0,625,0.564,0.196,>=L2,0.413,1,0,0
2021-07-26,short,1,0,604,0.656,0.625,>=L2,0.864,1,1,1
2021-07-27,long,1,0,597,0.547,0.127,>=L2,0.068,0,0,0
2021-07-27,short,1,0,638,0.62,0.493,>=L2,0.435,1,0,0
2021-07-28,short,1,0,609,1.977,1.614,>=L3,0.064,0,0,0
2021-07-28,short,2,1,726,1.977,1.614,>=L3,0.211,1,0,0
2021-07-28,long,1,0,816,1.31,0.363,>=L3,0.167,1,0,0
2021-07-29,short,1,0,586,0.498,0.229,>=L2,0.229,0,0,0
2021-07-29,long,1,0,655,0.655,0.35,>=L2,0.57,1,1,0
2021-08-02,short,1,0,569,0.523,0.32,>=L2,0.429,1,0,0
2021-08-02,long,1,0,676,0.582,0.203,>=L2,0.853,1,1,1
2021-08-03,long,1,0,814,0.587,0.304,>=L2,0.017,0,0,0
2021-08-04,long,1,0,659,0.529,0.407,>=L2,0.136,0,0,0
2021-08-06,long,1,0,614,0.527,0.025,>=L2,0.243,0,0,0
2021-08-09,long,1,0,533,0.58,0.0,>=L2,0.675,1,0,0
2021-08-09,long,2,1,589,0.6,0.0,>=L2,0.499,1,1,0
2021-08-10,short,1,0,572,0.556,0.32,>=L2,0.405,1,0,0
2021-08-11,short,1,0,560,0.535,0.338,>=L2,0.459,1,0,0
2021-08-11,long,1,0,591,0.6,0.262,>=L2,0.242,1,0,0
2021-08-11,short,2,1,682,0.535,0.338,>=L2,0.681,1,1,0
2021-08-11,long,2,1,813,0.746,0.408,>=L3,0.01,0,0,0
2021-08-12,short,1,0,613,0.524,0.384,>=L2,0.085,0,0,0
2021-08-13,long,1,0,618,0.553,0.026,>=L2,0.099,0,0,0
2021-08-13,short,1,0,666,1.132,1.106,>=L3,0.396,1,0,0
2021-08-16,short,1,0,597,0.51,0.243,>=L2,0.505,1,0,0
2021-08-16,long,1,0,772,0.783,0.541,>=L3,0.152,0,0,0
2021-08-17,short,1,0,588,0.503,0.386,>=L2,1.24,1,1,1
2021-08-18,long,1,0,552,0.591,0.451,>=L2,1.323,1,1,1
2021-08-18,long,2,1,620,0.62,0.47,>=L2,1.289,1,1,1
2021-08-19,short,1,0,589,0.63,0.466,>=L2,1.202,1,1,1
2021-08-20,long,1,0,538,0.543,0.534,>=L2,0.087,0,0,0
2021-08-20,short,1,0,793,1.164,0.63,>=L3,0.327,1,0,0
2021-08-25,long,1,0,595,0.53,0.493,>=L2,0.435,1,0,0
2021-08-26,short,1,0,553,0.653,0.561,>=L2,0.447,1,1,0
2021-08-26,long,1,0,807,0.527,0.093,>=L2,0.017,0,0,0
2021-08-27,long,1,0,565,0.605,0.471,>=L2,0.753,1,1,1
2021-08-30,long,1,0,813,0.601,0.425,>=L2,0.029,0,0,0
2021-08-31,short,1,0,594,0.552,0.416,>=L2,0.259,0,0,0
2021-08-31,long,1,0,703,0.612,0.136,>=L2,0.794,1,1,1
2021-09-01,long,1,0,753,0.521,0.336,>=L2,0.107,0,0,0
2021-09-03,long,1,0,642,0.606,0.299,>=L2,0.209,1,0,0
2021-09-06,long,1,0,587,0.536,0.471,>=L2,0.248,1,0,0
2021-09-06,short,1,0,779,0.702,0.065,>=L2,0.157,1,0,0
2021-09-07,short,1,0,575,0.621,0.59,>=L2,0.335,1,0,0
2021-09-07,long,1,0,649,0.523,0.031,>=L2,0.08,0,0,0
2021-09-08,short,1,0,561,0.503,0.362,>=L2,0.978,1,1,0
2021-09-09,long,1,0,609,0.694,0.436,>=L2,0.253,1,0,0
2021-09-09,short,1,0,778,0.511,0.258,>=L2,0.031,0,0,0
2021-09-13,short,1,0,568,0.617,0.354,>=L2,0.036,0,0,0
2021-09-13,long,1,0,638,0.513,0.263,>=L2,0.073,0,0,0
2021-09-14,short,1,0,623,0.508,0.377,>=L2,0.249,0,0,0
2021-09-15,short,1,0,574,0.588,0.442,>=L2,0.257,1,0,0
2021-09-15,long,1,0,650,0.573,0.146,>=L2,0.238,0,0,0
2021-09-16,short,1,0,591,0.533,0.408,>=L2,0.423,1,0,0
2021-09-17,long,1,0,594,0.53,0.071,>=L2,0.702,1,1,0
2021-09-17,short,1,0,821,0.596,0.46,>=L2,0.035,0,0,0
2021-09-22,long,1,0,532,0.512,0.333,>=L2,0.298,0,0,0
2021-09-22,short,1,0,551,0.507,0.179,>=L2,0.597,1,0,0
2021-09-22,long,2,1,560,0.632,0.453,>=L2,0.159,0,0,0
2021-09-22,short,2,1,601,0.567,0.179,>=L2,0.463,1,0,0
2021-09-22,long,3,1,691,0.701,0.522,>=L2,0.259,1,0,0
2021-09-23,long,1,0,578,0.635,0.46,>=L2,0.155,1,0,0
2021-09-23,short,1,0,633,0.5,0.175,>=L2,0.105,0,0,0
2021-09-24,long,1,0,577,0.539,0.432,>=L2,0.046,0,0,0
2021-09-27,long,1,0,587,0.586,0.489,>=L2,0.177,0,0,0
2021-09-27,short,1,0,706,0.516,0.097,>=L2,0.145,0,0,0
2021-09-28,long,1,0,599,0.589,0.006,>=L2,0.2,1,0,0
2021-09-29,long,1,0,612,0.567,0.062,>=L2,0.216,0,0,0
2021-09-29,short,1,0,676,0.823,0.76,>=L3,0.329,1,0,0
2021-09-30,short,1,0,561,0.505,0.267,>=L2,0.414,1,0,0
2021-09-30,long,1,0,602,0.527,0.238,>=L2,0.924,1,1,1
2021-10-04,short,1,0,564,0.51,0.309,>=L2,1.088,1,1,1
2021-10-04,long,1,0,629,0.662,0.201,>=L2,0.137,0,0,0
2021-10-04,short,2,1,678,1.401,1.201,>=L3,0.314,1,0,0
2021-10-04,long,2,1,764,0.662,0.201,>=L2,0.044,0,0,0
2021-10-05,short,1,0,543,0.522,0.419,>=L2,0.289,1,0,0
2021-10-06,short,1,0,572,0.579,0.477,>=L2,0.463,1,1,0
2021-10-06,long,1,0,805,0.508,0.102,>=L2,0.076,0,0,0
2021-10-07,long,1,0,560,0.56,0.552,>=L2,0.623,1,1,0
2021-10-08,short,1,0,717,0.592,0.508,>=L2,0.177,1,0,0
2021-10-12,short,1,0,531,0.661,0.643,>=L2,0.48,1,0,0
2021-10-12,short,2,1,580,0.897,0.879,>=L3,0.149,1,0,0
2021-10-12,long,1,0,601,0.661,0.018,>=L2,0.435,1,0,0
2021-10-12,short,3,1,731,0.924,0.906,>=L3,0.05,0,0,0
2021-10-13,short,1,0,565,0.639,0.342,>=L2,0.598,1,1,0
2021-10-14,short,1,0,601,0.621,0.398,>=L2,0.25,1,0,0
2021-10-15,long,1,0,602,0.698,0.317,>=L2,0.304,1,1,0
2021-10-18,short,1,0,715,0.544,0.227,>=L2,0.281,1,0,0
2021-10-19,long,1,0,600,0.618,0.511,>=L2,0.195,1,0,0
2021-10-20,short,1,0,787,0.588,0.522,>=L2,0.024,0,0,0
2021-10-21,long,1,0,587,0.622,0.578,>=L2,0.291,1,0,0
2021-10-22,short,1,0,622,0.618,0.52,>=L2,0.029,0,0,0
2021-10-22,long,1,0,675,0.516,0.097,>=L2,0.248,0,0,0
2021-10-25,short,1,0,601,0.556,0.286,>=L2,0.035,0,0,0
2021-10-25,long,1,0,629,0.521,0.271,>=L2,0.576,1,1,0
2021-10-26,long,1,0,679,0.626,0.491,>=L2,0.105,0,0,0
2021-10-27,long,1,0,592,0.504,0.421,>=L2,0.603,1,0,0
2021-10-28,long,1,0,584,0.507,0.475,>=L2,0.042,0,0,0
2021-10-28,short,1,0,655,0.533,0.058,>=L2,0.195,0,0,0
2021-10-29,long,1,0,618,0.504,0.071,>=L2,0.181,0,0,0
2021-11-01,long,1,0,557,0.5,0.484,>=L2,0.022,0,0,0
2021-11-01,short,1,0,650,0.549,0.065,>=L2,0.027,0,0,0
2021-11-02,long,1,0,554,0.506,0.41,>=L2,0.146,0,0,0
2021-11-02,short,1,0,580,0.528,0.096,>=L2,0.933,1,1,1
2021-11-04,short,1,0,566,0.524,0.462,>=L2,0.923,1,1,1
2021-11-05,long,1,0,639,0.609,0.365,>=L2,0.448,1,0,0
2021-11-08,long,1,0,589,0.539,0.511,>=L2,0.472,1,0,0
2021-11-09,long,1,0,569,0.563,0.457,>=L2,0.123,0,0,0
2021-11-11,long,1,0,583,0.589,0.376,>=L2,0.334,1,0,0
2021-11-11,short,1,0,754,0.528,0.213,>=L2,0.17,0,0,0
2021-11-12,short,1,0,679,0.634,0.351,>=L2,0.357,1,0,0
2021-11-15,long,1,0,578,0.509,0.509,>=L2,0.13,0,0,0
2021-11-15,short,1,0,594,0.54,0.0,>=L2,0.435,0,0,0
2021-11-17,long,1,0,687,0.551,0.327,>=L2,0.163,0,0,0
2021-11-18,long,1,0,706,0.575,0.533,>=L2,0.206,1,0,0
2021-11-19,short,1,0,588,0.502,0.284,>=L2,0.531,1,1,0
2021-11-22,long,1,0,559,0.51,0.488,>=L2,0.306,0,0,0
2021-11-23,short,1,0,545,0.543,0.52,>=L2,0.497,1,1,0
2021-11-23,long,1,0,586,0.618,0.023,>=L2,0.023,0,0,0
2021-11-23,short,2,1,648,0.859,0.837,>=L3,0.204,1,0,0
2021-11-23,long,2,1,703,0.618,0.023,>=L2,0.083,0,0,0
2021-11-23,short,3,1,797,0.92,0.897,>=L3,0.06,0,0,0
2021-11-24,long,1,0,549,0.695,0.612,>=L2,0.143,1,0,0
2021-11-24,short,1,0,662,0.574,0.083,>=L2,0.249,1,0,0
2021-11-24,long,2,1,794,0.793,0.71,>=L3,0.189,0,0,0
2021-11-25,short,1,0,564,0.639,0.431,>=L2,0.254,1,0,0
2021-11-25,long,1,0,646,0.524,0.208,>=L2,0.439,0,0,0
2021-11-29,long,1,0,553,0.686,0.53,>=L2,0.764,1,1,1
2021-11-30,long,1,0,550,0.54,0.38,>=L2,0.347,1,0,0
2021-11-30,short,1,0,637,0.553,0.16,>=L2,0.96,1,1,1
2021-12-01,long,1,0,556,0.56,0.452,>=L2,1.298,1,1,1
2021-12-02,short,1,0,627,0.573,0.36,>=L2,0.112,0,0,0
2021-12-02,long,1,0,731,1.182,0.821,>=L3,0.083,0,0,0
2021-12-03,short,1,0,577,0.546,0.378,>=L2,0.122,0,0,0
2021-12-03,long,1,0,621,0.517,0.168,>=L2,0.279,1,0,0
2021-12-06,short,1,0,554,0.579,0.549,>=L2,0.221,0,0,0
2021-12-06,long,1,0,569,0.603,0.054,>=L2,0.668,1,1,1
2021-12-07,short,1,0,590,0.647,0.531,>=L2,0.204,0,0,0
2021-12-07,long,1,0,738,0.536,0.117,>=L2,0.735,1,1,1
2021-12-08,short,1,0,704,0.672,0.427,>=L2,0.182,1,0,0
2021-12-09,long,1,0,819,0.532,0.347,>=L2,0.058,0,0,0
2021-12-10,long,1,0,580,0.502,0.248,>=L2,0.219,0,0,0
2021-12-13,short,1,0,615,0.508,0.312,>=L2,0.771,1,1,1
2021-12-14,short,1,0,561,0.569,0.401,>=L2,0.353,1,0,0
2021-12-15,long,1,0,590,0.533,0.218,>=L2,0.297,1,0,0
2021-12-16,short,1,0,576,0.526,0.452,>=L2,0.216,0,0,0
2021-12-16,long,1,0,664,0.538,0.074,>=L2,0.39,1,0,0
2021-12-17,long,1,0,625,0.514,0.477,>=L2,0.063,0,0,0
2021-12-17,short,1,0,730,0.596,0.082,>=L2,0.031,0,0,0
2021-12-17,long,2,1,815,0.552,0.514,>=L2,0.025,0,0,0
2021-12-20,long,1,0,561,0.502,0.065,>=L2,0.117,0,0,0
2021-12-20,long,2,1,775,0.62,0.183,>=L2,0.111,0,0,0
2021-12-21,long,1,0,589,0.679,0.448,>=L2,0.723,1,1,1
2021-12-23,short,1,0,579,0.526,0.21,>=L2,0.013,0,0,0
2021-12-24,short,1,0,786,0.53,0.386,>=L2,0.186,0,0,0
2021-12-27,long,1,0,571,0.529,0.422,>=L2,0.393,1,0,0
2021-12-28,long,1,0,734,0.553,0.482,>=L2,0.216,1,0,0
2021-12-29,long,1,0,761,0.589,0.538,>=L2,0.206,1,0,0
2021-12-30,short,1,0,662,0.506,0.332,>=L2,0.234,0,0,0
2022-01-03,long,1,0,546,0.569,0.515,>=L2,0.374,1,0,0
2022-01-03,long,2,1,784,0.842,0.788,>=L3,0.14,0,0,0
2022-01-04,long,1,0,554,0.583,0.568,>=L2,0.673,1,1,0
2022-01-04,short,1,0,604,0.531,0.015,>=L2,0.179,0,0,0
2022-01-04,long,2,1,717,1.032,1.017,>=L3,0.374,1,0,0
2022-01-05,long,1,0,545,0.637,0.447,>=L2,0.19,0,0,0
2022-01-05,short,1,0,675,0.527,0.19,>=L2,0.293,1,0,0
2022-01-06,short,1,0,550,0.523,0.306,>=L2,0.538,1,1,0
2022-01-07,long,1,0,617,0.571,0.137,>=L2,0.448,1,0,0
2022-01-07,short,1,0,639,2.625,2.487,>=L3,0.311,0,0,0
2022-01-07,short,2,1,735,2.625,2.487,>=L3,0.246,0,0,0
2022-01-10,long,1,0,564,0.645,0.313,>=L2,0.852,1,1,1
2022-01-11,short,1,0,550,0.543,0.221,>=L2,0.43,1,0,0
2022-01-11,long,1,0,623,0.627,0.322,>=L2,0.543,1,1,0
2022-01-11,short,2,1,754,0.907,0.585,>=L3,0.101,1,0,0
2022-01-11,long,2,1,818,1.152,0.567,>=L3,0.084,0,0,0
2022-01-12,short,1,0,594,0.682,0.635,>=L2,0.212,1,0,0
2022-01-12,long,1,0,813,0.547,0.047,>=L2,0.1,0,0,0
2022-01-13,long,1,0,592,0.7,0.311,>=L2,0.066,0,0,0
2022-01-13,short,1,0,605,0.509,0.389,>=L2,0.251,1,0,0
2022-01-14,short,1,0,561,1.352,1.284,>=L3,0.848,1,1,1
2022-01-14,long,1,0,627,0.596,0.068,>=L2,0.553,1,1,0
2022-01-17,long,1,0,565,0.507,0.34,>=L2,0.418,1,0,0
2022-01-18,long,1,0,591,0.594,0.26,>=L2,0.091,0,0,0
2022-01-18,short,1,0,709,0.554,0.334,>=L2,0.832,1,1,1
2022-01-19,long,1,0,555,0.51,0.34,>=L2,0.164,0,0,0
2022-01-19,short,1,0,680,0.521,0.17,>=L2,0.312,1,0,0
2022-01-20,long,1,0,577,0.579,0.073,>=L2,0.59,1,1,0
2022-01-21,short,1,0,548,0.514,0.38,>=L2,0.905,1,1,0
2022-01-21,long,1,0,639,0.665,0.134,>=L2,0.039,0,0,0
2022-01-21,short,2,1,649,0.883,0.749,>=L3,0.402,1,1,0
2022-01-24,short,1,0,571,0.609,0.181,>=L2,0.06,0,0,0
2022-01-25,short,1,0,548,0.598,0.551,>=L2,0.65,1,1,0
2022-01-25,long,1,0,573,0.519,0.047,>=L2,0.063,0,0,0
2022-01-25,short,2,1,585,0.881,0.834,>=L3,0.362,1,1,0
2022-01-25,long,2,1,598,0.572,0.047,>=L2,0.068,0,0,0
2022-01-25,short,3,1,629,0.949,0.902,>=L3,0.288,1,0,0
2022-01-25,long,3,1,812,0.572,0.047,>=L2,0.079,0,0,0
2022-01-26,long,1,0,556,0.584,0.191,>=L2,0.408,1,0,0
2022-01-26,short,1,0,764,0.548,0.393,>=L2,0.243,1,0,0
2022-02-07,long,1,0,579,0.649,0.259,>=L2,0.539,1,0,0
2022-02-07,short,1,0,591,0.681,0.422,>=L2,0.306,1,0,0
2022-02-07,long,2,1,714,0.649,0.259,>=L2,0.56,1,1,0
2022-02-08,long,1,0,558,0.502,0.377,>=L2,0.162,0,0,0
2022-02-08,short,1,0,815,0.534,0.126,>=L2,0.162,0,0,0
2022-02-09,long,1,0,794,0.639,0.541,>=L2,0.049,0,0,0
2022-02-10,short,1,0,579,0.538,0.482,>=L2,0.151,0,0,0
2022-02-10,long,1,0,683,0.633,0.09,>=L2,0.633,1,1,0
2022-02-11,long,1,0,627,0.557,0.447,>=L2,0.121,0,0,0
2022-02-14,long,1,0,729,0.522,0.189,>=L2,0.201,0,0,0
2022-02-15,long,1,0,543,0.708,0.487,>=L2,0.561,1,1,0
2022-02-15,short,1,0,762,0.618,0.221,>=L2,0.482,1,1,0
2022-02-16,long,1,0,659,0.54,0.356,>=L2,0.095,0,0,0
2022-02-16,short,1,0,762,0.601,0.245,>=L2,0.05,0,0,0
2022-02-18,long,1,0,570,0.518,0.367,>=L2,0.768,1,1,1
2022-02-22,long,1,0,760,0.535,0.421,>=L2,0.535,1,0,0
2022-02-23,long,1,0,799,0.634,0.542,>=L2,0.026,0,0,0
2022-02-24,short,1,0,552,0.514,0.36,>=L2,1.605,1,1,1
2022-02-24,short,2,1,658,0.662,0.509,>=L2,1.272,1,1,1
2022-02-24,long,1,0,775,0.715,0.207,>=L3,0.032,0,0,0
2022-02-24,short,3,1,803,1.658,1.452,>=L3,0.588,1,0,0
2022-02-25,short,1,0,584,0.688,0.481,>=L2,0.29,1,0,0
2022-02-25,long,1,0,628,0.634,0.206,>=L2,0.26,0,0,0
2022-02-25,short,2,1,650,0.929,0.722,>=L3,0.113,0,0,0
2022-02-25,long,2,1,779,0.634,0.206,>=L2,0.059,0,0,0
2022-03-01,long,1,0,550,0.534,0.218,>=L2,0.767,1,1,1
2022-03-02,long,1,0,782,0.503,0.358,>=L2,0.073,0,0,0
2022-03-04,long,1,0,537,0.688,0.236,>=L2,0.809,1,1,1
2022-03-04,short,1,0,779,0.525,0.452,>=L2,0.194,0,0,0
2022-03-07,long,1,0,625,0.526,0.218,>=L2,0.197,0,0,0
2022-03-07,short,1,0,669,1.73,1.513,>=L3,0.182,0,0,0
2022-03-07,long,2,1,696,0.526,0.218,>=L2,0.329,0,0,0
2022-03-07,short,2,1,819,1.741,1.523,>=L3,0.121,0,0,0
2022-03-08,short,1,0,542,0.508,0.132,>=L2,0.847,1,1,0
2022-03-08,short,2,1,592,0.598,0.132,>=L2,1.473,1,1,1
2022-03-09,long,1,0,581,0.503,0.392,>=L2,0.282,0,0,0
2022-03-10,long,1,0,572,0.586,0.44,>=L2,0.263,1,0,0
2022-03-11,short,1,0,571,0.603,0.534,>=L2,0.484,1,1,0
2022-03-14,short,1,0,601,0.543,0.263,>=L2,0.516,1,0,0
2022-03-14,long,1,0,802,0.525,0.281,>=L2,0.097,0,0,0
2022-03-15,long,1,0,642,0.543,0.084,>=L2,0.009,0,0,0
2022-03-15,short,1,0,699,1.517,1.434,>=L3,0.167,0,0,0
2022-03-16,short,1,0,554,0.525,0.485,>=L2,0.794,1,1,1
2022-03-16,long,1,0,792,0.675,0.04,>=L2,0.031,0,0,0
2022-03-17,short,1,0,599,0.593,0.331,>=L2,0.009,0,0,0
2022-03-17,long,1,0,628,0.524,0.262,>=L2,0.408,1,0,0
2022-03-18,short,1,0,652,0.512,0.499,>=L2,0.148,0,0,0
2022-03-21,long,1,0,552,0.562,0.548,>=L2,0.139,0,0,0
2022-03-21,short,1,0,799,0.562,0.013,>=L2,0.018,0,0,0
2022-03-23,long,1,0,657,0.543,0.449,>=L2,0.035,0,0,0
2022-03-23,short,1,0,746,0.617,0.168,>=L2,0.059,0,0,0
2022-03-24,long,1,0,690,0.507,0.394,>=L2,0.251,1,0,0
2022-03-28,short,1,0,535,0.59,0.542,>=L2,0.688,1,1,0
2022-03-28,long,1,0,660,0.547,0.049,>=L2,0.552,1,1,0
2022-03-30,long,1,0,762,0.515,0.442,>=L2,0.213,0,0,0
2022-03-31,short,1,0,609,0.521,0.363,>=L2,0.415,1,0,0
2022-04-01,long,1,0,569,0.586,0.278,>=L2,0.349,1,0,0
2022-04-06,short,1,0,543,0.537,0.49,>=L2,0.251,1,0,0
2022-04-06,long,1,0,633,0.603,0.048,>=L2,0.507,1,1,0
2022-04-07,long,1,0,591,0.498,0.32,>=L2,0.036,0,0,0
2022-04-08,long,1,0,660,0.5,0.326,>=L2,0.382,1,0,0
2022-04-11,short,1,0,577,0.651,0.217,>=L2,1.268,1,1,1
2022-04-11,long,1,0,728,0.508,0.434,>=L2,0.109,0,0,0
2022-04-12,long,1,0,557,0.508,0.222,>=L2,0.423,1,0,0
2022-04-12,short,1,0,701,0.508,0.286,>=L2,0.264,1,0,0
2022-04-12,long,2,1,799,0.857,0.571,>=L3,0.021,0,0,0
2022-04-13,long,1,0,547,0.568,0.52,>=L2,0.858,1,1,1
2022-04-14,short,1,0,593,0.499,0.483,>=L2,0.109,0,0,0
2022-04-15,long,1,0,561,0.5,0.082,>=L2,0.044,0,0,0
2022-04-15,short,1,0,617,0.669,0.587,>=L2,0.212,1,0,0
2022-04-18,long,1,0,557,0.629,0.265,>=L2,0.309,1,0,0
2022-04-18,short,1,0,619,0.519,0.364,>=L2,0.48,1,1,0
2022-04-18,long,2,1,732,0.844,0.48,>=L3,0.132,0,0,0
2022-04-19,long,1,0,575,0.645,0.314,>=L2,0.028,0,0,0
2022-04-19,short,1,0,641,0.584,0.331,>=L2,0.292,1,0,0
2022-04-20,short,1,0,601,0.503,0.277,>=L2,0.136,0,0,0
2022-04-20,long,1,0,723,0.577,0.226,>=L2,0.198,1,0,0
2022-04-21,short,1,0,669,0.551,0.307,>=L2,0.238,1,0,0
2022-04-22,long,1,0,557,0.557,0.326,>=L2,0.593,1,1,0
2022-04-25,short,1,0,556,0.602,0.319,>=L2,0.774,1,1,1
